week,State,wuhan virus lab,wuhan lab corona virus,virus lab in wuhan,wuhan bio lab,wuhan virology lab,wuhan p4 lab,wuhan level 4 lab,wuhan bsl-4 lab
2020-02-19 2020-02-26,Mississippi,0,0,0,0,0,0,0,0
2020-02-19 2020-02-26,Missouri,0,0,0,0,0,0,0,0
2020-02-19 2020-02-26,Montana,0,0,0,0,0,0,0,0
2020-02-19 2020-02-26,Nebraska,0,0,0,0,0,0,0,0
2020-02-19 2020-02-26,Nevada,0,0,0,0,0,0,0,0
2020-02-19 2020-02-26,New Hampshire,0,0,0,0,0,0,0,0
2020-02-19 2020-02-26,New Jersey,12,0,0,0,61,0,0,0
2020-02-19 2020-02-26,New Mexico,62,0,0,0,0,0,0,0
2020-02-19 2020-02-26,New York,7,53,0,15,25,0,0,0
2020-02-19 2020-02-26,North Carolina,14,0,64,31,0,0,0,0
2020-02-19 2020-02-26,North Dakota,0,0,0,0,0,0,0,0
2020-02-19 2020-02-26,Ohio,0,0,0,59,0,0,0,0
2020-02-19 2020-02-26,Oklahoma,0,0,0,0,0,0,0,0
2020-02-19 2020-02-26,Oregon,0,0,0,0,0,0,0,0
2020-02-19 2020-02-26,Pennsylvania,0,100,0,29,46,0,0,0
2020-02-19 2020-02-26,Rhode Island,0,0,0,0,0,0,0,0
2020-02-19 2020-02-26,South Carolina,0,0,0,0,0,0,0,0
2020-02-19 2020-02-26,South Dakota,0,0,0,0,0,0,0,0
2020-02-19 2020-02-26,Tennessee,0,0,0,0,0,0,0,0
2020-02-19 2020-02-26,Texas,0,0,0,0,0,0,0,0
2020-02-19 2020-02-26,Utah,0,0,0,0,0,0,0,0
2020-02-19 2020-02-26,Vermont,0,0,0,0,0,0,0,0
2020-02-19 2020-02-26,Virginia,12,0,0,39,64,0,0,0
2020-02-19 2020-02-26,Washington,15,0,100,0,0,0,0,0
2020-02-19 2020-02-26,West Virginia,0,0,0,0,0,0,0,0
2020-02-19 2020-02-26,Wisconsin,20,0,0,0,0,0,0,0
2020-02-19 2020-02-26,Wyoming,0,0,0,0,0,0,0,0
2020-02-26 2020-03-04,Alabama,0,0,0,0,0,0,0,0
2020-02-26 2020-03-04,Alaska,0,0,0,0,0,0,0,0
2020-02-26 2020-03-04,Arizona,17,0,0,0,0,0,0,0
2020-02-26 2020-03-04,Arkansas,0,0,0,0,0,0,0,0
2020-02-26 2020-03-04,California,6,15,13,10,6,100,28,0
2020-02-26 2020-03-04,Colorado,20,0,0,0,0,0,0,0
2020-02-26 2020-03-04,Connecticut,0,0,0,0,0,0,0,0
2020-02-26 2020-03-04,Delaware,0,0,0,0,0,0,0,0
2020-02-26 2020-03-04,District of Columbia,0,0,0,0,0,0,0,0
2020-02-26 2020-03-04,Florida,9,28,0,14,12,0,0,0
2020-02-26 2020-03-04,Georgia,0,0,0,29,0,0,0,0
2020-02-26 2020-03-04,Hawaii,94,0,0,0,0,0,0,0
2020-02-26 2020-03-04,Idaho,0,0,0,0,0,0,0,0
2020-02-26 2020-03-04,Illinois,8,46,100,0,0,0,0,0
2020-02-26 2020-03-04,Indiana,0,0,0,54,0,0,0,0
2020-02-26 2020-03-04,Iowa,0,0,0,0,100,0,0,0
2020-02-26 2020-03-04,Kansas,0,0,0,0,0,0,0,0
2020-02-26 2020-03-04,Kentucky,50,0,0,0,0,0,0,0
2020-02-26 2020-03-04,Louisiana,0,0,0,0,0,0,0,0
2020-02-26 2020-03-04,Maine,100,0,0,0,0,0,0,0
2020-02-26 2020-03-04,Maryland,17,0,82,48,0,0,0,0
2020-02-26 2020-03-04,Massachusetts,22,0,0,0,33,0,0,0
2020-02-26 2020-03-04,Michigan,0,0,0,35,0,0,0,0
2020-02-26 2020-03-04,Minnesota,0,0,0,0,48,0,0,0
2020-02-26 2020-03-04,Mississippi,0,0,0,0,0,0,0,0
2020-02-26 2020-03-04,Missouri,0,0,0,0,48,0,0,0
2020-02-26 2020-03-04,Montana,0,0,0,0,0,0,0,0
2020-02-26 2020-03-04,Nebraska,0,0,0,0,0,0,0,0
2020-02-26 2020-03-04,Nevada,40,0,0,0,0,0,0,0
2020-02-26 2020-03-04,New Hampshire,0,0,0,0,0,0,0,0
2020-02-26 2020-03-04,New Jersey,12,100,58,0,28,0,0,0
2020-02-26 2020-03-04,New Mexico,0,0,0,0,0,0,0,0
2020-02-26 2020-03-04,New York,12,0,23,14,17,0,100,0
2020-02-26 2020-03-04,North Carolina,22,59,0,0,24,0,0,0
2020-02-26 2020-03-04,North Dakota,0,0,0,0,0,0,0,0
2020-02-26 2020-03-04,Ohio,10,0,0,39,0,0,0,0
2020-02-26 2020-03-04,Oklahoma,0,0,0,0,0,0,0,0
2020-02-26 2020-03-04,Oregon,0,0,0,0,65,0,0,0
2020-02-26 2020-03-04,Pennsylvania,9,0,0,25,0,0,93,0
2020-02-26 2020-03-04,Rhode Island,0,0,0,0,0,0,0,0
2020-02-26 2020-03-04,South Carolina,0,0,0,0,60,0,0,0
2020-02-26 2020-03-04,South Dakota,0,0,0,0,0,0,0,0
2020-02-26 2020-03-04,Tennessee,18,0,0,100,0,0,0,0
2020-02-26 2020-03-04,Texas,8,0,18,0,0,0,0,0
2020-02-26 2020-03-04,Utah,0,0,0,0,0,0,0,0
2020-02-26 2020-03-04,Vermont,0,0,0,0,0,0,0,0
2020-02-26 2020-03-04,Virginia,13,0,62,0,0,0,0,0
2020-02-26 2020-03-04,Washington,0,0,71,55,0,0,0,0
2020-02-26 2020-03-04,West Virginia,0,0,0,0,0,0,0,0
2020-02-26 2020-03-04,Wisconsin,22,0,0,0,0,0,0,0
2020-02-26 2020-03-04,Wyoming,0,0,0,0,0,0,0,0
2020-03-04 2020-03-11,Alabama,0,0,0,0,0,0,0,0
2020-03-04 2020-03-11,Alaska,0,0,0,0,0,0,0,0
2020-03-04 2020-03-11,Arizona,12,0,0,80,0,0,0,0
2020-03-04 2020-03-11,Arkansas,35,0,0,0,0,0,0,0
2020-03-04 2020-03-11,California,6,0,16,21,5,0,0,0
2020-03-04 2020-03-11,Colorado,13,0,0,90,0,0,0,0
2020-03-04 2020-03-11,Connecticut,21,0,0,0,0,0,0,0
2020-03-04 2020-03-11,Delaware,0,0,0,0,0,0,0,0
2020-03-04 2020-03-11,District of Columbia,0,0,0,0,0,0,0,0
2020-03-04 2020-03-11,Florida,4,34,31,0,18,100,62,0
2020-03-04 2020-03-11,Georgia,14,0,0,46,0,0,0,0
2020-03-04 2020-03-11,Hawaii,0,0,0,0,0,0,0,0
2020-03-04 2020-03-11,Idaho,56,0,0,0,0,0,0,0
2020-03-04 2020-03-11,Illinois,0,0,100,0,0,0,100,0
2020-03-04 2020-03-11,Indiana,14,0,0,0,0,0,0,0
2020-03-04 2020-03-11,Iowa,0,0,0,0,0,0,0,0
2020-03-04 2020-03-11,Kansas,0,0,0,0,0,0,0,0
2020-03-04 2020-03-11,Kentucky,0,0,0,0,0,0,0,0
2020-03-04 2020-03-11,Louisiana,0,0,0,0,0,0,0,0
2020-03-04 2020-03-11,Maine,0,0,0,0,0,0,0,0
2020-03-04 2020-03-11,Maryland,12,0,0,82,0,0,0,0
2020-03-04 2020-03-11,Massachusetts,10,100,0,0,0,0,0,0
2020-03-04 2020-03-11,Michigan,9,0,0,0,22,0,0,0
2020-03-04 2020-03-11,Minnesota,0,0,0,0,0,0,0,0
2020-03-04 2020-03-11,Mississippi,0,0,0,0,0,0,0,0
2020-03-04 2020-03-11,Missouri,0,0,0,0,0,0,0,0
2020-03-04 2020-03-11,Montana,100,0,0,0,0,0,0,0
2020-03-04 2020-03-11,Nebraska,0,0,0,0,0,0,0,0
2020-03-04 2020-03-11,Nevada,27,0,0,0,0,0,0,0
2020-03-04 2020-03-11,New Hampshire,0,0,0,0,0,0,0,0
2020-03-04 2020-03-11,New Jersey,8,0,0,56,0,0,0,0
2020-03-04 2020-03-11,New Mexico,0,0,0,0,0,0,0,0
2020-03-04 2020-03-11,New York,3,33,30,23,9,47,60,0
2020-03-04 2020-03-11,North Carolina,0,0,0,100,19,0,0,0
2020-03-04 2020-03-11,North Dakota,0,0,0,0,0,0,0,0
2020-03-04 2020-03-11,Ohio,7,0,0,0,0,0,0,0
2020-03-04 2020-03-11,Oklahoma,0,0,0,0,0,0,0,0
2020-03-04 2020-03-11,Oregon,0,0,0,0,100,0,0,0
2020-03-04 2020-03-11,Pennsylvania,6,62,0,86,0,0,0,0
2020-03-04 2020-03-11,Rhode Island,72,0,0,0,0,0,0,0
2020-03-04 2020-03-11,South Carolina,18,0,0,0,0,0,0,0
2020-03-04 2020-03-11,South Dakota,0,0,0,0,0,0,0,0
2020-03-04 2020-03-11,Tennessee,0,0,0,0,0,0,0,0
2020-03-04 2020-03-11,Texas,3,26,48,19,7,0,48,0
2020-03-04 2020-03-11,Utah,26,0,0,0,0,0,0,0
2020-03-04 2020-03-11,Vermont,0,0,0,0,0,0,0,0
2020-03-04 2020-03-11,Virginia,0,0,0,0,0,0,0,0
2020-03-04 2020-03-11,Washington,21,0,91,0,0,0,0,0
2020-03-04 2020-03-11,West Virginia,0,0,0,0,0,0,0,0
2020-03-04 2020-03-11,Wisconsin,15,0,0,0,0,0,0,0
2020-03-04 2020-03-11,Wyoming,0,0,0,0,0,0,0,0
2020-03-11 2020-03-18,Alabama,0,0,0,0,0,0,0,0
2020-03-11 2020-03-18,Alaska,0,0,0,0,0,0,0,0
2020-03-11 2020-03-18,Arizona,32,0,0,68,0,0,0,0
2020-03-11 2020-03-18,Arkansas,0,0,0,0,100,0,0,0
2020-03-11 2020-03-18,California,9,30,19,26,13,51,0,0
2020-03-11 2020-03-18,Colorado,54,0,0,100,0,0,0,0
2020-03-11 2020-03-18,Connecticut,0,0,0,79,61,0,0,0
2020-03-11 2020-03-18,Delaware,0,0,0,0,0,0,0,0
2020-03-11 2020-03-18,District of Columbia,95,0,0,0,0,0,0,0
2020-03-11 2020-03-18,Florida,12,52,56,21,10,100,0,0
2020-03-11 2020-03-18,Georgia,13,0,53,26,20,0,0,0
2020-03-11 2020-03-18,Hawaii,0,0,0,0,0,0,0,0
2020-03-11 2020-03-18,Idaho,74,0,0,0,0,0,0,0
2020-03-11 2020-03-18,Illinois,16,0,58,0,25,0,44,0
2020-03-11 2020-03-18,Indiana,29,0,0,0,0,0,0,0
2020-03-11 2020-03-18,Iowa,43,0,0,0,91,0,0,0
2020-03-11 2020-03-18,Kansas,71,0,0,0,0,0,0,0
2020-03-11 2020-03-18,Kentucky,29,0,0,0,0,0,0,0
2020-03-11 2020-03-18,Louisiana,0,0,0,0,0,0,0,0
2020-03-11 2020-03-18,Maine,0,0,0,0,0,0,0,0
2020-03-11 2020-03-18,Maryland,17,0,0,0,0,0,0,0
2020-03-11 2020-03-18,Massachusetts,21,100,80,0,0,0,0,0
2020-03-11 2020-03-18,Michigan,35,84,67,33,25,0,0,0
2020-03-11 2020-03-18,Minnesota,20,0,0,55,42,0,0,0
2020-03-11 2020-03-18,Mississippi,0,0,0,0,0,0,0,0
2020-03-11 2020-03-18,Missouri,0,0,0,56,0,0,0,0
2020-03-11 2020-03-18,Montana,0,0,0,0,0,0,0,0
2020-03-11 2020-03-18,Nebraska,0,0,0,0,0,0,0,0
2020-03-11 2020-03-18,Nevada,72,0,0,0,0,0,0,0
2020-03-11 2020-03-18,New Hampshire,0,0,0,0,0,0,0,0
2020-03-11 2020-03-18,New Jersey,22,76,0,30,0,0,0,0
2020-03-11 2020-03-18,New Mexico,0,0,0,0,0,0,0,0
2020-03-11 2020-03-18,New York,12,33,0,0,10,93,39,0
2020-03-11 2020-03-18,North Carolina,11,0,0,30,23,0,0,0
2020-03-11 2020-03-18,North Dakota,0,0,0,0,0,0,0,0
2020-03-11 2020-03-18,Ohio,13,63,51,50,29,0,0,0
2020-03-11 2020-03-18,Oklahoma,0,0,0,0,0,0,0,0
2020-03-11 2020-03-18,Oregon,26,0,0,0,0,0,0,0
2020-03-11 2020-03-18,Pennsylvania,22,94,0,49,19,0,100,0
2020-03-11 2020-03-18,Rhode Island,100,0,0,0,0,0,0,0
2020-03-11 2020-03-18,South Carolina,0,0,0,0,54,0,0,0
2020-03-11 2020-03-18,South Dakota,0,0,0,0,0,0,0,0
2020-03-11 2020-03-18,Tennessee,0,0,0,49,38,0,0,0
2020-03-11 2020-03-18,Texas,5,28,44,16,8,0,22,0
2020-03-11 2020-03-18,Utah,0,0,0,0,0,0,0,0
2020-03-11 2020-03-18,Vermont,0,0,0,0,0,0,0,0
2020-03-11 2020-03-18,Virginia,18,0,100,33,25,0,0,0
2020-03-11 2020-03-18,Washington,21,0,79,53,30,0,0,0
2020-03-11 2020-03-18,West Virginia,0,0,0,0,0,0,0,0
2020-03-11 2020-03-18,Wisconsin,20,0,0,55,0,0,0,0
2020-03-11 2020-03-18,Wyoming,0,0,0,0,0,0,0,0
2020-03-18 2020-03-25,Alabama,21,0,0,0,0,0,0,0
2020-03-18 2020-03-25,Alaska,0,0,0,0,0,0,0,0
2020-03-18 2020-03-25,Arizona,25,0,0,75,0,0,0,0
2020-03-18 2020-03-25,Arkansas,0,0,0,0,0,0,0,0
2020-03-18 2020-03-25,California,2,12,37,44,8,0,54,0
2020-03-18 2020-03-25,Colorado,14,0,88,85,0,0,0,0
2020-03-18 2020-03-25,Connecticut,21,0,0,0,64,0,0,0
2020-03-18 2020-03-25,Delaware,0,0,0,0,0,0,0,0
2020-03-18 2020-03-25,District of Columbia,86,0,0,0,0,0,0,0
2020-03-18 2020-03-25,Florida,8,23,24,23,12,0,0,0
2020-03-18 2020-03-25,Georgia,7,0,0,43,22,0,0,0
2020-03-18 2020-03-25,Hawaii,0,0,0,0,0,0,0,0
2020-03-18 2020-03-25,Idaho,0,0,0,0,0,0,0,0
2020-03-18 2020-03-25,Illinois,6,0,0,55,37,0,0,0
2020-03-18 2020-03-25,Indiana,0,0,0,0,90,0,0,0
2020-03-18 2020-03-25,Iowa,0,0,0,0,100,0,0,0
2020-03-18 2020-03-25,Kansas,36,0,0,0,0,0,0,0
2020-03-18 2020-03-25,Kentucky,22,0,0,0,67,0,0,0
2020-03-18 2020-03-25,Louisiana,0,0,0,0,72,0,0,0
2020-03-18 2020-03-25,Maine,0,0,0,0,0,0,0,0
2020-03-18 2020-03-25,Maryland,0,0,0,77,0,0,0,0
2020-03-18 2020-03-25,Massachusetts,11,64,100,0,0,0,0,0
2020-03-18 2020-03-25,Michigan,8,100,53,51,26,0,0,0
2020-03-18 2020-03-25,Minnesota,15,0,0,88,46,0,0,0
2020-03-18 2020-03-25,Mississippi,0,0,0,0,0,0,0,0
2020-03-18 2020-03-25,Missouri,0,0,93,0,0,0,0,0
2020-03-18 2020-03-25,Montana,100,0,0,0,0,0,0,0
2020-03-18 2020-03-25,Nebraska,45,0,0,0,0,0,0,0
2020-03-18 2020-03-25,Nevada,29,0,0,0,0,0,0,0
2020-03-18 2020-03-25,New Hampshire,61,0,0,0,0,0,0,0
2020-03-18 2020-03-25,New Jersey,16,47,50,48,25,0,0,0
2020-03-18 2020-03-25,New Mexico,0,0,0,0,0,0,0,0
2020-03-18 2020-03-25,New York,7,44,38,45,11,0,100,0
2020-03-18 2020-03-25,North Carolina,16,0,0,0,0,0,0,0
2020-03-18 2020-03-25,North Dakota,0,0,0,0,0,0,0,0
2020-03-18 2020-03-25,Ohio,21,0,44,0,22,0,0,0
2020-03-18 2020-03-25,Oklahoma,28,0,0,0,0,0,0,0
2020-03-18 2020-03-25,Oregon,21,0,0,0,0,0,0,0
2020-03-18 2020-03-25,Pennsylvania,7,0,42,40,20,0,0,0
2020-03-18 2020-03-25,Rhode Island,0,0,0,0,0,0,0,0
2020-03-18 2020-03-25,South Carolina,0,0,0,0,0,0,0,0
2020-03-18 2020-03-25,South Dakota,0,0,0,0,0,0,0,0
2020-03-18 2020-03-25,Tennessee,13,0,0,0,0,0,0,0
2020-03-18 2020-03-25,Texas,4,0,36,29,13,0,77,0
2020-03-18 2020-03-25,Utah,25,0,0,0,0,0,0,0
2020-03-18 2020-03-25,Vermont,0,0,0,0,0,0,0,0
2020-03-18 2020-03-25,Virginia,12,0,0,0,0,0,0,0
2020-03-18 2020-03-25,Washington,11,0,0,100,0,0,0,0
2020-03-18 2020-03-25,West Virginia,0,0,0,0,0,0,0,0
2020-03-18 2020-03-25,Wisconsin,15,0,0,0,0,0,0,0
2020-03-18 2020-03-25,Wyoming,0,0,0,0,0,0,0,0
2020-03-25 2020-04-01,Alabama,32,0,0,0,0,0,0,0
2020-03-25 2020-04-01,Alaska,0,0,0,0,0,0,0,0
2020-03-25 2020-04-01,Arizona,18,0,0,0,0,0,0,0
2020-03-25 2020-04-01,Arkansas,0,0,0,0,100,0,0,0
2020-03-25 2020-04-01,California,11,38,46,34,8,26,36,0
2020-03-25 2020-04-01,Colorado,0,0,0,98,37,0,0,0
2020-03-25 2020-04-01,Connecticut,30,0,0,0,0,0,0,0
2020-03-25 2020-04-01,Delaware,0,0,0,0,0,0,0,0
2020-03-25 2020-04-01,District of Columbia,0,0,0,0,0,0,0,0
2020-03-25 2020-04-01,Florida,6,29,35,45,10,100,68,0
2020-03-25 2020-04-01,Georgia,16,0,89,34,29,0,0,0
2020-03-25 2020-04-01,Hawaii,100,0,0,0,0,0,0,0
2020-03-25 2020-04-01,Idaho,0,0,0,0,0,0,0,0
2020-03-25 2020-04-01,Illinois,22,46,55,0,0,0,0,0
2020-03-25 2020-04-01,Indiana,21,0,0,68,0,0,0,0
2020-03-25 2020-04-01,Iowa,0,0,0,0,0,0,0,0
2020-03-25 2020-04-01,Kansas,52,0,0,0,0,0,0,0
2020-03-25 2020-04-01,Kentucky,33,0,0,0,0,0,0,0
2020-03-25 2020-04-01,Louisiana,34,0,0,0,0,0,0,0
2020-03-25 2020-04-01,Maine,0,0,0,0,0,0,0,0
2020-03-25 2020-04-01,Maryland,0,0,0,0,0,0,0,0
2020-03-25 2020-04-01,Massachusetts,31,0,98,49,0,0,0,0
2020-03-25 2020-04-01,Michigan,12,0,76,78,0,0,0,0
2020-03-25 2020-04-01,Minnesota,0,0,0,0,39,0,0,0
2020-03-25 2020-04-01,Mississippi,0,0,0,0,0,0,0,0
2020-03-25 2020-04-01,Missouri,0,0,0,0,40,0,0,0
2020-03-25 2020-04-01,Montana,0,0,0,0,0,0,0,0
2020-03-25 2020-04-01,Nebraska,0,0,0,0,0,0,0,0
2020-03-25 2020-04-01,Nevada,0,0,0,0,0,0,0,0
2020-03-25 2020-04-01,New Hampshire,0,0,0,0,0,0,0,0
2020-03-25 2020-04-01,New Jersey,23,61,72,0,42,0,0,0
2020-03-25 2020-04-01,New Mexico,0,0,0,0,0,0,0,0
2020-03-25 2020-04-01,New York,8,0,0,29,10,0,0,0
2020-03-25 2020-04-01,North Carolina,15,0,72,0,21,0,0,0
2020-03-25 2020-04-01,North Dakota,0,0,0,0,0,0,0,0
2020-03-25 2020-04-01,Ohio,0,0,0,100,57,0,0,0
2020-03-25 2020-04-01,Oklahoma,0,0,0,0,0,0,0,0
2020-03-25 2020-04-01,Oregon,60,0,0,0,0,0,0,0
2020-03-25 2020-04-01,Pennsylvania,10,100,90,61,35,0,0,0
2020-03-25 2020-04-01,Rhode Island,0,0,0,0,0,0,0,0
2020-03-25 2020-04-01,South Carolina,0,0,0,0,0,0,0,0
2020-03-25 2020-04-01,South Dakota,0,0,0,0,0,0,0,0
2020-03-25 2020-04-01,Tennessee,20,0,0,0,0,0,0,0
2020-03-25 2020-04-01,Texas,8,21,52,39,8,73,100,0
2020-03-25 2020-04-01,Utah,38,0,0,0,0,0,0,0
2020-03-25 2020-04-01,Vermont,0,0,0,0,0,0,0,0
2020-03-25 2020-04-01,Virginia,13,0,0,41,24,0,0,0
2020-03-25 2020-04-01,Washington,24,0,100,50,0,0,0,0
2020-03-25 2020-04-01,West Virginia,0,0,0,0,0,0,0,0
2020-03-25 2020-04-01,Wisconsin,0,0,0,0,59,0,0,0
2020-03-25 2020-04-01,Wyoming,0,0,0,0,0,0,0,0
2020-04-01 2020-04-08,Alabama,18,0,0,0,0,0,0,0
2020-04-01 2020-04-08,Alaska,0,0,0,0,0,0,0,0
2020-04-01 2020-04-08,Arizona,10,0,0,61,47,0,0,0
2020-04-01 2020-04-08,Arkansas,0,0,0,0,0,0,0,0
2020-04-01 2020-04-08,California,7,33,12,22,10,53,31,0
2020-04-01 2020-04-08,Colorado,0,0,0,45,0,0,0,0
2020-04-01 2020-04-08,Connecticut,0,0,0,0,0,0,0,0
2020-04-01 2020-04-08,Delaware,0,0,0,0,0,0,0,0
2020-04-01 2020-04-08,District of Columbia,0,0,0,0,0,0,0,0
2020-04-01 2020-04-08,Florida,8,47,24,13,11,100,0,0
2020-04-01 2020-04-08,Georgia,19,0,47,0,0,0,0,0
2020-04-01 2020-04-08,Hawaii,0,0,0,0,0,0,0,0
2020-04-01 2020-04-08,Idaho,45,0,0,0,0,0,0,0
2020-04-01 2020-04-08,Illinois,20,0,0,20,18,0,93,0
2020-04-01 2020-04-08,Indiana,25,0,0,50,0,0,0,0
2020-04-01 2020-04-08,Iowa,28,0,0,0,96,0,0,0
2020-04-01 2020-04-08,Kansas,29,0,0,0,100,0,0,0
2020-04-01 2020-04-08,Kentucky,0,0,0,0,0,0,0,0
2020-04-01 2020-04-08,Louisiana,20,0,0,0,0,0,0,0
2020-04-01 2020-04-08,Maine,0,0,0,0,0,0,0,0
2020-04-01 2020-04-08,Maryland,10,0,78,0,0,0,0,0
2020-04-01 2020-04-08,Massachusetts,18,0,0,35,31,0,0,0
2020-04-01 2020-04-08,Michigan,15,0,0,45,52,0,0,0
2020-04-01 2020-04-08,Minnesota,0,0,0,0,42,0,0,0
2020-04-01 2020-04-08,Mississippi,0,0,0,0,0,0,0,0
2020-04-01 2020-04-08,Missouri,12,0,93,100,0,0,0,0
2020-04-01 2020-04-08,Montana,0,0,0,0,0,0,0,0
2020-04-01 2020-04-08,Nebraska,38,0,0,0,0,0,0,0
2020-04-01 2020-04-08,Nevada,23,0,0,0,0,0,0,0
2020-04-01 2020-04-08,New Hampshire,100,0,0,0,0,0,0,0
2020-04-01 2020-04-08,New Jersey,10,100,100,0,23,0,0,0
2020-04-01 2020-04-08,New Mexico,0,0,0,0,0,0,0,0
2020-04-01 2020-04-08,New York,6,0,22,18,21,0,56,0
2020-04-01 2020-04-08,North Carolina,7,0,49,26,23,0,0,0
2020-04-01 2020-04-08,North Dakota,0,0,0,0,0,0,0,0
2020-04-01 2020-04-08,Ohio,6,0,44,24,21,0,0,0
2020-04-01 2020-04-08,Oklahoma,0,0,0,0,0,0,0,0
2020-04-01 2020-04-08,Oregon,0,0,0,0,0,0,0,0
2020-04-01 2020-04-08,Pennsylvania,8,82,0,22,19,0,100,0
2020-04-01 2020-04-08,Rhode Island,0,0,0,0,0,0,0,0
2020-04-01 2020-04-08,South Carolina,16,0,0,0,0,0,0,0
2020-04-01 2020-04-08,South Dakota,0,0,0,0,0,0,0,0
2020-04-01 2020-04-08,Tennessee,11,0,0,45,40,0,0,0
2020-04-01 2020-04-08,Texas,9,35,54,9,19,0,43,0
2020-04-01 2020-04-08,Utah,22,0,0,0,0,0,0,0
2020-04-01 2020-04-08,Vermont,0,0,0,0,0,0,0,0
2020-04-01 2020-04-08,Virginia,15,0,0,0,39,0,0,0
2020-04-01 2020-04-08,Washington,14,0,70,37,32,0,0,0
2020-04-01 2020-04-08,West Virginia,0,0,0,0,0,0,0,0
2020-04-01 2020-04-08,Wisconsin,0,0,0,49,43,0,0,0
2020-04-01 2020-04-08,Wyoming,0,0,0,0,0,0,0,0
2020-04-08 2020-04-15,Alabama,43,0,0,0,0,0,0,0
2020-04-08 2020-04-15,Alaska,0,0,0,0,0,0,0,0
2020-04-08 2020-04-15,Arizona,13,0,0,60,0,0,0,0
2020-04-08 2020-04-15,Arkansas,0,0,0,0,88,0,0,0
2020-04-08 2020-04-15,California,10,57,58,23,13,71,31,0
2020-04-08 2020-04-15,Colorado,14,0,0,67,100,0,0,0
2020-04-08 2020-04-15,Connecticut,22,0,0,100,0,0,0,0
2020-04-08 2020-04-15,Delaware,94,0,0,0,0,0,0,0
2020-04-08 2020-04-15,District of Columbia,0,0,0,0,0,0,0,0
2020-04-08 2020-04-15,Florida,9,45,36,25,14,0,0,0
2020-04-08 2020-04-15,Georgia,11,0,0,0,18,0,0,0
2020-04-08 2020-04-15,Hawaii,0,0,0,0,0,0,0,0
2020-04-08 2020-04-15,Idaho,0,0,0,0,0,0,0,0
2020-04-08 2020-04-15,Illinois,6,0,0,29,24,0,93,0
2020-04-08 2020-04-15,Indiana,15,0,0,70,34,0,0,0
2020-04-08 2020-04-15,Iowa,0,0,0,0,0,0,0,0
2020-04-08 2020-04-15,Kansas,0,0,0,0,83,0,0,0
2020-04-08 2020-04-15,Kentucky,0,0,0,0,0,0,0,0
2020-04-08 2020-04-15,Louisiana,0,0,0,0,0,0,0,0
2020-04-08 2020-04-15,Maine,0,0,0,0,0,0,0,0
2020-04-08 2020-04-15,Maryland,0,0,0,91,30,0,0,0
2020-04-08 2020-04-15,Massachusetts,11,0,100,51,25,0,0,0
2020-04-08 2020-04-15,Michigan,20,100,0,0,0,0,0,0
2020-04-08 2020-04-15,Minnesota,15,0,0,0,34,0,0,0
2020-04-08 2020-04-15,Mississippi,44,0,0,0,0,0,0,0
2020-04-08 2020-04-15,Missouri,15,0,0,72,0,0,0,0
2020-04-08 2020-04-15,Montana,100,0,0,0,0,0,0,0
2020-04-08 2020-04-15,Nebraska,47,0,0,0,0,0,0,0
2020-04-08 2020-04-15,Nevada,0,0,0,0,0,0,0,0
2020-04-08 2020-04-15,New Hampshire,0,0,0,0,0,0,0,0
2020-04-08 2020-04-15,New Jersey,17,0,0,40,39,0,0,0
2020-04-08 2020-04-15,New Mexico,0,0,0,0,0,0,0,0
2020-04-08 2020-04-15,New York,10,44,58,18,18,85,0,0
2020-04-08 2020-04-15,North Carolina,11,0,76,0,0,0,0,0
2020-04-08 2020-04-15,North Dakota,0,0,0,0,0,0,0,0
2020-04-08 2020-04-15,Ohio,11,85,68,35,17,0,0,0
2020-04-08 2020-04-15,Oklahoma,0,0,0,0,0,0,0,0
2020-04-08 2020-04-15,Oregon,21,0,0,0,0,0,0,0
2020-04-08 2020-04-15,Pennsylvania,7,0,0,31,31,0,100,0
2020-04-08 2020-04-15,Rhode Island,0,0,0,0,0,0,0,0
2020-04-08 2020-04-15,South Carolina,20,0,0,0,0,0,0,0
2020-04-08 2020-04-15,South Dakota,0,0,0,0,0,0,0,0
2020-04-08 2020-04-15,Tennessee,14,0,0,0,0,0,0,0
2020-04-08 2020-04-15,Texas,8,34,54,21,11,100,43,0
2020-04-08 2020-04-15,Utah,27,0,0,0,0,0,0,0
2020-04-08 2020-04-15,Vermont,0,0,0,0,0,0,0,0
2020-04-08 2020-04-15,Virginia,16,0,86,88,44,0,0,0
2020-04-08 2020-04-15,Washington,12,0,0,55,27,0,0,0
2020-04-08 2020-04-15,West Virginia,0,0,0,0,0,0,0,0
2020-04-08 2020-04-15,Wisconsin,15,0,0,0,0,0,0,0
2020-04-08 2020-04-15,Wyoming,0,0,0,0,0,0,0,0
2020-04-15 2020-04-22,Alabama,30,0,0,0,49,0,0,0
2020-04-15 2020-04-22,Alaska,0,0,0,0,0,0,0,0
2020-04-15 2020-04-22,Arizona,24,0,0,42,19,0,0,0
2020-04-15 2020-04-22,Arkansas,35,0,0,0,86,0,0,0
2020-04-15 2020-04-22,California,25,38,25,9,33,25,31,0
2020-04-15 2020-04-22,Colorado,33,0,92,47,32,0,0,0
2020-04-15 2020-04-22,Connecticut,37,0,0,70,65,0,0,0
2020-04-15 2020-04-22,Delaware,87,0,0,0,0,0,0,0
