,week,State,is coronavirus bioweapon,is coronavirus a bioweapon,was coronavirus a bioweapon,coronavirus bioweapon,covid bioweapon,wuhan virus lab,wuhan bio lab,wuhan virology lab,wuhan p4 lab,wuhan level 4 lab
327,2020-02-12 2020-02-19,Massachusetts,40,0,0,31,0,0,0,0,0,0
328,2020-02-12 2020-02-19,Michigan,33,0,0,0,0,14,20,60,0,0
329,2020-02-12 2020-02-19,Minnesota,0,0,0,22,100,0,100,100,0,0
330,2020-02-12 2020-02-19,Mississippi,0,0,0,0,0,0,0,0,0,0
331,2020-02-12 2020-02-19,Missouri,0,0,0,0,0,0,0,0,0,0
332,2020-02-12 2020-02-19,Montana,0,0,0,0,0,0,0,0,0,0
333,2020-02-12 2020-02-19,Nebraska,0,0,0,0,0,0,0,0,0,0
334,2020-02-12 2020-02-19,Nevada,0,0,0,40,0,0,0,0,0,0
335,2020-02-12 2020-02-19,New Hampshire,0,0,0,0,0,100,0,0,0,0
336,2020-02-12 2020-02-19,New Jersey,0,0,0,12,0,0,0,0,0,0
337,2020-02-12 2020-02-19,New Mexico,0,0,0,0,0,0,0,0,0,0
338,2020-02-12 2020-02-19,New York,19,0,0,7,0,16,8,0,0,100
339,2020-02-12 2020-02-19,North Carolina,27,100,0,21,0,24,0,0,0,0
340,2020-02-12 2020-02-19,North Dakota,0,0,0,0,0,0,0,0,0,0
341,2020-02-12 2020-02-19,Ohio,25,0,0,15,0,0,15,0,0,0
342,2020-02-12 2020-02-19,Oklahoma,0,0,0,0,0,0,0,0,0,0
343,2020-02-12 2020-02-19,Oregon,0,0,0,30,0,0,0,0,0,0
344,2020-02-12 2020-02-19,Pennsylvania,24,87,0,0,0,0,0,43,0,0
345,2020-02-12 2020-02-19,Rhode Island,0,0,0,0,0,0,0,0,0,0
346,2020-02-12 2020-02-19,South Carolina,0,0,0,0,0,29,0,0,0,0
347,2020-02-12 2020-02-19,South Dakota,0,0,0,0,0,0,0,0,0,0
348,2020-02-12 2020-02-19,Tennessee,0,0,0,0,0,0,29,0,0,0
349,2020-02-12 2020-02-19,Texas,0,37,0,16,19,13,12,0,90,0
350,2020-02-12 2020-02-19,Utah,100,0,0,39,0,0,0,0,0,0
351,2020-02-12 2020-02-19,Vermont,0,0,0,0,0,0,0,0,0,0
352,2020-02-12 2020-02-19,Virginia,0,0,0,0,0,14,0,0,0,0
353,2020-02-12 2020-02-19,Washington,0,0,0,0,0,0,0,0,0,0
354,2020-02-12 2020-02-19,West Virginia,0,0,0,0,0,0,0,0,0,0
355,2020-02-12 2020-02-19,Wisconsin,0,0,0,21,0,0,0,0,0,0
356,2020-02-12 2020-02-19,Wyoming,0,0,0,0,0,0,0,0,0,0
357,2020-02-19 2020-02-26,Alabama,0,0,0,31,0,0,0,0,0,0
358,2020-02-19 2020-02-26,Alaska,0,0,0,0,0,0,0,0,0,0
359,2020-02-19 2020-02-26,Arizona,0,0,0,0,0,0,0,0,0,0
360,2020-02-19 2020-02-26,Arkansas,0,0,0,0,0,61,0,0,0,0
361,2020-02-19 2020-02-26,California,11,13,0,14,0,12,7,13,100,30
362,2020-02-19 2020-02-26,Colorado,51,0,0,21,65,23,0,0,0,0
363,2020-02-19 2020-02-26,Connecticut,0,0,0,33,0,0,0,0,0,0
364,2020-02-19 2020-02-26,Delaware,0,0,0,0,0,0,0,0,0,0
365,2020-02-19 2020-02-26,District of Columbia,0,0,0,0,0,0,0,0,0,0
366,2020-02-19 2020-02-26,Florida,13,0,0,5,0,0,0,0,0,0
367,2020-02-19 2020-02-26,Georgia,0,0,0,12,0,0,0,0,0,0
368,2020-02-19 2020-02-26,Hawaii,0,0,0,100,0,0,0,0,0,0
369,2020-02-19 2020-02-26,Idaho,0,0,0,0,0,100,0,0,0,0
370,2020-02-19 2020-02-26,Illinois,44,0,0,9,0,15,0,39,0,90
371,2020-02-19 2020-02-26,Indiana,0,0,0,32,0,0,0,93,0,0
372,2020-02-19 2020-02-26,Iowa,0,0,0,0,0,0,0,0,0,0
373,2020-02-19 2020-02-26,Kansas,0,0,0,52,0,0,0,0,0,0
374,2020-02-19 2020-02-26,Kentucky,0,0,0,31,0,0,0,0,0,0
375,2020-02-19 2020-02-26,Louisiana,0,0,0,0,0,0,0,0,0,0
376,2020-02-19 2020-02-26,Maine,0,0,0,0,0,0,0,0,0,0
377,2020-02-19 2020-02-26,Maryland,46,83,0,47,0,0,0,0,0,0
378,2020-02-19 2020-02-26,Massachusetts,40,72,0,25,0,0,0,0,0,0
379,2020-02-19 2020-02-26,Michigan,0,0,0,28,0,16,30,0,0,0
380,2020-02-19 2020-02-26,Minnesota,0,0,0,0,0,0,100,100,0,0
381,2020-02-19 2020-02-26,Mississippi,0,0,0,0,0,0,0,0,0,0
382,2020-02-19 2020-02-26,Missouri,0,0,0,45,0,0,0,0,0,0
383,2020-02-19 2020-02-26,Montana,0,0,0,0,0,0,0,0,0,0
384,2020-02-19 2020-02-26,Nebraska,0,0,0,0,0,0,0,0,0,0
385,2020-02-19 2020-02-26,Nevada,0,0,0,42,0,0,0,0,0,0
386,2020-02-19 2020-02-26,New Hampshire,0,0,0,0,0,0,0,0,0,0
387,2020-02-19 2020-02-26,New Jersey,64,0,0,13,0,15,0,57,0,0
388,2020-02-19 2020-02-26,New Mexico,0,0,0,70,0,0,0,0,0,0
389,2020-02-19 2020-02-26,New York,26,0,0,16,17,0,0,0,0,0
390,2020-02-19 2020-02-26,North Carolina,27,0,0,16,0,12,23,0,0,0
391,2020-02-19 2020-02-26,North Dakota,0,0,0,0,0,0,0,0,0,0
392,2020-02-19 2020-02-26,Ohio,0,0,0,10,0,0,22,0,0,0
393,2020-02-19 2020-02-26,Oklahoma,98,0,0,0,0,0,0,0,0,0
394,2020-02-19 2020-02-26,Oregon,0,0,0,32,100,0,0,0,0,0
395,2020-02-19 2020-02-26,Pennsylvania,25,44,0,30,0,0,44,0,0,100
396,2020-02-19 2020-02-26,Rhode Island,0,0,0,0,0,0,0,0,0,0
397,2020-02-19 2020-02-26,South Carolina,0,0,0,28,0,0,0,0,0,0
398,2020-02-19 2020-02-26,South Dakota,0,0,0,0,0,0,0,0,0,0
399,2020-02-19 2020-02-26,Tennessee,0,0,0,20,0,0,0,0,0,0
400,2020-02-19 2020-02-26,Texas,0,37,0,13,13,5,0,0,0,0
401,2020-02-19 2020-02-26,Utah,100,0,0,41,0,46,0,0,0,0
402,2020-02-19 2020-02-26,Vermont,0,0,0,0,0,0,0,0,0,0
403,2020-02-19 2020-02-26,Virginia,0,0,0,0,43,15,59,0,0,0
404,2020-02-19 2020-02-26,Washington,0,0,0,25,0,0,0,0,0,0
405,2020-02-19 2020-02-26,West Virginia,0,0,0,0,0,0,0,0,0,0
406,2020-02-19 2020-02-26,Wisconsin,56,100,0,46,0,0,0,0,0,0
407,2020-02-19 2020-02-26,Wyoming,0,0,0,0,0,0,0,0,0,0
408,2020-02-26 2020-03-04,Alabama,0,0,0,0,0,0,0,0,0,0
409,2020-02-26 2020-03-04,Alaska,0,0,0,0,0,0,0,0,0,0
410,2020-02-26 2020-03-04,Arizona,0,0,0,18,0,18,0,0,0,0
411,2020-02-26 2020-03-04,Arkansas,0,0,0,0,0,0,0,0,0,0
412,2020-02-26 2020-03-04,California,22,37,0,18,13,12,14,20,0,33
413,2020-02-26 2020-03-04,Colorado,0,0,0,42,0,0,100,0,0,0
414,2020-02-26 2020-03-04,Connecticut,0,0,0,0,0,0,0,0,0,0
415,2020-02-26 2020-03-04,Delaware,0,0,0,0,0,0,0,0,0,0
416,2020-02-26 2020-03-04,District of Columbia,0,0,0,100,0,100,0,0,0,0
417,2020-02-26 2020-03-04,Florida,0,51,0,28,25,11,26,24,0,62
418,2020-02-26 2020-03-04,Georgia,0,0,0,12,51,0,0,50,0,0
419,2020-02-26 2020-03-04,Hawaii,0,0,0,0,0,0,0,0,0,0
420,2020-02-26 2020-03-04,Idaho,0,0,0,89,0,0,0,0,0,0
421,2020-02-26 2020-03-04,Illinois,22,55,0,18,0,18,0,0,0,100
422,2020-02-26 2020-03-04,Indiana,0,0,0,22,95,0,0,0,0,0
423,2020-02-26 2020-03-04,Iowa,0,0,0,0,0,0,0,0,0,0
424,2020-02-26 2020-03-04,Kansas,0,0,0,0,0,53,0,0,0,0
425,2020-02-26 2020-03-04,Kentucky,0,0,0,27,0,54,0,0,0,0
426,2020-02-26 2020-03-04,Louisiana,0,0,0,0,0,35,0,0,0,0
427,2020-02-26 2020-03-04,Maine,0,0,0,0,0,0,0,0,0,0
428,2020-02-26 2020-03-04,Maryland,0,0,0,19,0,0,89,0,0,0
429,2020-02-26 2020-03-04,Massachusetts,0,0,0,16,71,0,76,70,0,0
430,2020-02-26 2020-03-04,Michigan,0,0,0,14,0,14,0,0,0,0
431,2020-02-26 2020-03-04,Minnesota,54,69,0,34,0,23,0,0,0,0
432,2020-02-26 2020-03-04,Mississippi,0,0,0,61,0,0,0,0,0,0
433,2020-02-26 2020-03-04,Missouri,0,0,0,23,100,0,0,0,0,0
434,2020-02-26 2020-03-04,Montana,0,0,0,0,0,0,0,0,0,0
435,2020-02-26 2020-03-04,Nebraska,0,0,0,0,0,0,0,0,0,0
436,2020-02-26 2020-03-04,Nevada,0,0,0,0,0,0,0,0,0,0
437,2020-02-26 2020-03-04,New Hampshire,0,0,0,0,0,0,0,0,0,0
438,2020-02-26 2020-03-04,New Jersey,62,79,0,46,0,13,0,0,0,0
439,2020-02-26 2020-03-04,New Mexico,0,0,0,0,0,0,0,0,0,0
440,2020-02-26 2020-03-04,New York,25,16,0,16,48,5,0,23,100,59
441,2020-02-26 2020-03-04,North Carolina,0,0,0,23,51,12,55,50,0,0
442,2020-02-26 2020-03-04,North Dakota,0,0,0,0,0,0,0,0,0,0
443,2020-02-26 2020-03-04,Ohio,25,0,0,10,0,10,49,45,0,0
444,2020-02-26 2020-03-04,Oklahoma,0,0,0,41,0,0,0,0,0,0
445,2020-02-26 2020-03-04,Oregon,0,0,0,31,0,0,0,0,0,0
446,2020-02-26 2020-03-04,Pennsylvania,24,31,0,20,45,0,0,0,0,0
447,2020-02-26 2020-03-04,Rhode Island,0,0,0,0,0,0,0,0,0,0
448,2020-02-26 2020-03-04,South Carolina,0,0,0,28,0,28,0,0,0,0
449,2020-02-26 2020-03-04,South Dakota,0,0,0,0,0,0,0,0,0,0
450,2020-02-26 2020-03-04,Tennessee,47,0,0,20,0,20,94,0,0,0
451,2020-02-26 2020-03-04,Texas,20,26,0,17,0,8,0,0,0,0
452,2020-02-26 2020-03-04,Utah,97,0,0,82,0,0,0,0,0,0
453,2020-02-26 2020-03-04,Vermont,0,0,0,0,0,0,0,0,0,0
454,2020-02-26 2020-03-04,Virginia,100,64,0,28,0,14,0,0,0,0
455,2020-02-26 2020-03-04,Washington,39,100,0,25,73,0,78,0,0,0
456,2020-02-26 2020-03-04,West Virginia,0,0,0,0,0,0,0,0,0,0
457,2020-02-26 2020-03-04,Wisconsin,0,70,0,46,0,23,0,100,0,0
458,2020-02-26 2020-03-04,Wyoming,0,0,0,0,0,0,0,0,0,0
459,2020-03-04 2020-03-11,Alabama,0,0,0,0,0,0,0,0,0,0
460,2020-03-04 2020-03-11,Alaska,0,0,0,0,0,0,0,0,0,0
461,2020-03-04 2020-03-11,Arizona,55,0,0,25,0,0,0,0,0,0
462,2020-03-04 2020-03-11,Arkansas,0,0,0,50,0,100,0,0,0,0
463,2020-03-04 2020-03-11,California,9,13,0,12,0,8,25,9,0,0
464,2020-03-04 2020-03-11,Colorado,0,0,0,38,0,0,0,64,0,0
465,2020-03-04 2020-03-11,Connecticut,0,0,0,30,0,30,0,100,0,0
466,2020-03-04 2020-03-11,Delaware,0,0,0,0,0,0,0,0,0,0
467,2020-03-04 2020-03-11,District of Columbia,0,0,0,0,0,0,0,0,0,0
468,2020-03-04 2020-03-11,Florida,16,24,0,23,0,10,24,26,100,100
469,2020-03-04 2020-03-11,Georgia,0,0,0,15,0,15,46,0,0,0
470,2020-03-04 2020-03-11,Hawaii,0,0,0,89,0,0,0,0,0,0
471,2020-03-04 2020-03-11,Idaho,0,0,0,0,0,0,0,0,0,0
472,2020-03-04 2020-03-11,Illinois,27,38,0,20,20,8,0,0,0,0
473,2020-03-04 2020-03-11,Indiana,0,0,0,0,48,19,0,0,0,0
474,2020-03-04 2020-03-11,Iowa,0,0,0,0,0,43,0,0,0,0
475,2020-03-04 2020-03-11,Kansas,0,0,0,48,0,0,0,0,0,0
476,2020-03-04 2020-03-11,Kentucky,0,0,0,30,0,0,0,0,0,0
477,2020-03-04 2020-03-11,Louisiana,100,0,0,0,75,0,0,0,0,0
478,2020-03-04 2020-03-11,Maine,0,0,0,100,0,0,0,0,0,0
479,2020-03-04 2020-03-11,Maryland,0,0,0,52,0,17,81,0,0,0
480,2020-03-04 2020-03-11,Massachusetts,48,68,0,44,36,0,69,0,0,0
481,2020-03-04 2020-03-11,Michigan,0,0,0,13,0,12,0,0,0,0
482,2020-03-04 2020-03-11,Minnesota,0,0,0,21,0,21,0,0,0,0
483,2020-03-04 2020-03-11,Mississippi,0,0,0,0,0,0,0,0,0,0
484,2020-03-04 2020-03-11,Missouri,0,0,0,21,100,0,96,0,0,0
485,2020-03-04 2020-03-11,Montana,0,0,0,0,0,0,0,0,0,0
486,2020-03-04 2020-03-11,Nebraska,0,0,0,62,0,0,0,0,0,0
487,2020-03-04 2020-03-11,Nevada,0,0,0,38,0,38,0,0,0,0
488,2020-03-04 2020-03-11,New Hampshire,0,0,0,0,0,0,0,0,0,0
489,2020-03-04 2020-03-11,New Jersey,0,56,0,12,0,0,0,40,0,0
490,2020-03-04 2020-03-11,New Mexico,0,0,0,0,0,0,0,0,0,0
491,2020-03-04 2020-03-11,New York,16,23,0,17,0,5,22,0,0,0
492,2020-03-04 2020-03-11,North Carolina,35,100,0,21,0,0,100,0,0,0
493,2020-03-04 2020-03-11,North Dakota,0,0,0,0,0,0,0,0,0,0
494,2020-03-04 2020-03-11,Ohio,0,0,0,9,23,19,44,32,0,0
495,2020-03-04 2020-03-11,Oklahoma,0,0,0,37,0,37,0,0,0,0
496,2020-03-04 2020-03-11,Oregon,0,0,0,0,69,0,0,96,0,0
497,2020-03-04 2020-03-11,Pennsylvania,0,0,0,14,22,14,44,0,0,0
498,2020-03-04 2020-03-11,Rhode Island,0,0,0,0,0,0,0,0,0,0
499,2020-03-04 2020-03-11,South Carolina,0,0,0,0,0,26,0,0,0,0
500,2020-03-04 2020-03-11,South Dakota,0,0,0,0,0,0,0,0,0,0
501,2020-03-04 2020-03-11,Tennessee,0,0,0,18,0,0,0,0,0,0
502,2020-03-04 2020-03-11,Texas,19,28,0,16,0,12,0,27,39,0
503,2020-03-04 2020-03-11,Utah,0,0,0,37,0,0,0,0,0,0
504,2020-03-04 2020-03-11,Vermont,0,0,0,0,0,0,0,0,0,0
505,2020-03-04 2020-03-11,Virginia,0,0,0,25,30,12,0,0,0,0
506,2020-03-04 2020-03-11,Washington,0,69,0,15,0,29,0,0,0,0
507,2020-03-04 2020-03-11,West Virginia,0,0,0,0,0,0,0,0,0,0
508,2020-03-04 2020-03-11,Wisconsin,69,0,0,21,0,0,0,0,0,0
509,2020-03-04 2020-03-11,Wyoming,0,0,0,0,0,0,0,0,0,0
510,2020-03-11 2020-03-18,Alabama,32,0,0,32,59,0,0,0,0,0
511,2020-03-11 2020-03-18,Alaska,0,0,0,0,0,0,0,0,0,0
512,2020-03-11 2020-03-18,Arizona,37,100,0,24,69,0,45,0,0,0
513,2020-03-11 2020-03-18,Arkansas,0,0,0,28,0,0,0,0,0,0
514,2020-03-11 2020-03-18,California,13,16,0,23,8,14,36,9,26,29
515,2020-03-11 2020-03-18,Colorado,31,37,0,37,76,42,50,0,0,0
516,2020-03-11 2020-03-18,Connecticut,32,0,0,17,60,0,0,0,0,0
517,2020-03-11 2020-03-18,Delaware,0,0,0,0,0,0,0,0,0,0
518,2020-03-11 2020-03-18,District of Columbia,0,0,0,0,0,0,0,0,0,0
519,2020-03-11 2020-03-18,Florida,28,30,0,32,31,17,14,17,100,56
520,2020-03-11 2020-03-18,Georgia,21,58,0,11,30,17,26,0,0,0
521,2020-03-11 2020-03-18,Hawaii,0,0,0,100,0,0,0,0,0,0
522,2020-03-11 2020-03-18,Idaho,0,0,0,0,0,87,0,0,0,0
523,2020-03-11 2020-03-18,Illinois,13,16,0,23,33,14,22,36,0,88
524,2020-03-11 2020-03-18,Indiana,22,0,0,11,81,45,0,0,0,0
525,2020-03-11 2020-03-18,Iowa,0,0,0,0,0,0,0,100,0,0
526,2020-03-11 2020-03-18,Kansas,0,0,0,27,100,0,0,0,0,0
527,2020-03-11 2020-03-18,Kentucky,100,0,0,50,0,34,0,0,0,0
528,2020-03-11 2020-03-18,Louisiana,34,0,0,18,0,0,0,0,0,0
529,2020-03-11 2020-03-18,Maine,0,0,0,0,0,0,0,0,0,0
530,2020-03-11 2020-03-18,Maryland,19,0,0,25,36,0,0,0,0,0
531,2020-03-11 2020-03-18,Massachusetts,16,29,0,50,0,42,60,33,0,0
532,2020-03-11 2020-03-18,Michigan,27,49,0,10,25,28,66,27,0,0
533,2020-03-11 2020-03-18,Minnesota,0,61,0,17,42,23,0,46,0,0
534,2020-03-11 2020-03-18,Mississippi,0,0,0,0,0,0,0,0,0,0
535,2020-03-11 2020-03-18,Missouri,22,0,0,23,0,23,0,0,0,0
536,2020-03-11 2020-03-18,Montana,0,0,0,0,0,0,0,0,0,0
537,2020-03-11 2020-03-18,Nebraska,0,0,0,0,0,0,0,0,0,0
538,2020-03-11 2020-03-18,Nevada,41,0,0,0,0,0,0,0,0,0
539,2020-03-11 2020-03-18,New Hampshire,0,0,0,0,0,100,0,0,0,0
540,2020-03-11 2020-03-18,New Jersey,12,22,0,16,0,25,61,0,0,0
541,2020-03-11 2020-03-18,New Mexico,0,0,0,70,0,0,0,0,0,0
542,2020-03-11 2020-03-18,New York,16,28,0,20,19,16,13,0,0,52
543,2020-03-11 2020-03-18,North Carolina,12,44,0,18,0,12,30,0,0,0
544,2020-03-11 2020-03-18,North Dakota,0,0,0,0,0,0,0,0,0,0
545,2020-03-11 2020-03-18,Ohio,20,37,0,24,29,11,25,0,0,0
546,2020-03-11 2020-03-18,Oklahoma,42,0,0,32,0,86,0,0,0,0
547,2020-03-11 2020-03-18,Oregon,30,0,0,0,56,0,0,0,0,0
548,2020-03-11 2020-03-18,Pennsylvania,15,18,0,18,28,31,25,41,0,100
549,2020-03-11 2020-03-18,Rhode Island,0,0,0,0,0,0,0,0,0,0
550,2020-03-11 2020-03-18,South Carolina,29,0,0,29,54,30,0,0,0,0
551,2020-03-11 2020-03-18,South Dakota,0,0,0,0,0,0,0,0,0,0
552,2020-03-11 2020-03-18,Tennessee,20,0,0,21,0,0,100,41,0,0
553,2020-03-11 2020-03-18,Texas,13,32,0,21,25,5,33,18,40,0
554,2020-03-11 2020-03-18,Utah,39,0,0,20,73,0,0,0,0,0
555,2020-03-11 2020-03-18,Vermont,0,0,0,0,0,0,0,0,0,0
556,2020-03-11 2020-03-18,Virginia,13,24,0,28,38,14,33,0,0,0
557,2020-03-11 2020-03-18,Washington,24,59,0,17,76,17,0,33,0,0
558,2020-03-11 2020-03-18,West Virginia,0,0,0,52,0,0,0,0,0,0
559,2020-03-11 2020-03-18,Wisconsin,34,41,0,23,0,23,56,0,0,0
560,2020-03-11 2020-03-18,Wyoming,0,0,0,0,0,0,0,0,0,0
561,2020-03-18 2020-03-25,Alabama,37,0,0,15,49,22,0,72,0,0
562,2020-03-18 2020-03-25,Alaska,0,0,0,0,0,0,0,0,0,0
563,2020-03-18 2020-03-25,Arizona,21,44,0,9,57,0,0,0,0,0
564,2020-03-18 2020-03-25,Arkansas,0,0,0,26,0,38,0,0,0,0
565,2020-03-18 2020-03-25,California,12,39,0,19,14,6,23,20,0,30
566,2020-03-18 2020-03-25,Colorado,0,100,0,10,32,14,0,47,0,0
567,2020-03-18 2020-03-25,Connecticut,36,0,0,15,48,0,0,0,0,0
568,2020-03-18 2020-03-25,Delaware,0,0,0,0,0,0,0,0,0,0
569,2020-03-18 2020-03-25,District of Columbia,0,0,0,0,0,0,0,0,0,0
570,2020-03-18 2020-03-25,Florida,17,21,0,16,27,8,31,13,100,58
571,2020-03-18 2020-03-25,Georgia,0,26,0,5,67,7,56,24,0,0
572,2020-03-18 2020-03-25,Hawaii,0,0,0,94,0,0,0,0,0,0
573,2020-03-18 2020-03-25,Idaho,0,0,0,0,0,57,0,0,0,0
574,2020-03-18 2020-03-25,Illinois,11,0,0,17,14,6,0,0,0,0
575,2020-03-18 2020-03-25,Indiana,0,0,0,10,100,0,0,0,0,0
576,2020-03-18 2020-03-25,Iowa,0,0,0,0,0,0,0,0,0,0
577,2020-03-18 2020-03-25,Kansas,0,0,0,25,0,0,0,0,0,0
578,2020-03-18 2020-03-25,Kentucky,0,0,0,31,0,0,0,74,0,0
579,2020-03-18 2020-03-25,Louisiana,0,0,0,16,0,0,0,78,0,0
580,2020-03-18 2020-03-25,Maine,0,0,0,47,0,0,0,0,0,0
581,2020-03-18 2020-03-25,Maryland,22,0,0,9,29,0,100,0,0,0
582,2020-03-18 2020-03-25,Massachusetts,0,0,0,11,25,22,85,0,0,0
583,2020-03-18 2020-03-25,Michigan,15,30,0,6,39,9,0,29,0,0
584,2020-03-18 2020-03-25,Minnesota,26,53,0,41,34,30,0,100,0,0
585,2020-03-18 2020-03-25,Mississippi,0,0,0,0,0,0,0,0,0,0
586,2020-03-18 2020-03-25,Missouri,0,0,0,10,0,0,0,0,0,0
587,2020-03-18 2020-03-25,Montana,0,0,0,69,0,100,0,0,0,0
588,2020-03-18 2020-03-25,Nebraska,0,0,0,32,0,0,0,0,0,0
589,2020-03-18 2020-03-25,Nevada,100,0,0,40,0,0,0,0,0,0
590,2020-03-18 2020-03-25,New Hampshire,0,0,0,0,0,0,0,0,0,0
591,2020-03-18 2020-03-25,New Jersey,28,28,0,17,19,8,94,0,0,0
592,2020-03-18 2020-03-25,New Mexico,0,0,0,32,0,47,0,0,0,0
593,2020-03-18 2020-03-25,New York,16,27,0,13,21,8,0,12,0,55
594,2020-03-18 2020-03-25,North Carolina,0,28,0,33,18,0,0,0,0,0
595,2020-03-18 2020-03-25,North Dakota,0,0,0,0,0,0,0,0,0,0
596,2020-03-18 2020-03-25,Ohio,19,51,0,15,25,7,0,0,0,0
597,2020-03-18 2020-03-25,Oklahoma,49,0,0,19,64,28,0,0,0,0
598,2020-03-18 2020-03-25,Oregon,0,0,0,14,0,21,0,0,0,0
599,2020-03-18 2020-03-25,Pennsylvania,12,24,0,9,15,10,52,23,0,100
600,2020-03-18 2020-03-25,Rhode Island,0,0,0,51,0,75,0,0,0,0
601,2020-03-18 2020-03-25,South Carolina,0,0,0,0,0,19,0,0,0,0
602,2020-03-18 2020-03-25,South Dakota,0,0,0,0,0,0,0,0,0,0
603,2020-03-18 2020-03-25,Tennessee,23,95,0,9,0,21,0,46,0,0
604,2020-03-18 2020-03-25,Texas,12,15,0,12,13,4,22,19,0,0
605,2020-03-18 2020-03-25,Utah,0,0,0,18,0,26,0,0,0,0
606,2020-03-18 2020-03-25,Vermont,0,0,0,100,0,0,0,0,0,0
607,2020-03-18 2020-03-25,Virginia,15,32,0,0,61,27,0,30,0,0
608,2020-03-18 2020-03-25,Washington,19,39,0,8,25,0,87,0,0,0
609,2020-03-18 2020-03-25,West Virginia,0,0,0,45,0,0,0,0,0,0
610,2020-03-18 2020-03-25,Wisconsin,26,0,0,10,0,0,0,50,0,0
611,2020-03-18 2020-03-25,Wyoming,0,0,0,0,0,0,0,0,0,0
612,2020-03-25 2020-04-01,Alabama,0,0,0,15,0,31,0,0,0,0
613,2020-03-25 2020-04-01,Alaska,0,0,0,0,0,0,0,0,0,0
614,2020-03-25 2020-04-01,Arizona,47,87,0,26,0,18,0,0,0,0
615,2020-03-25 2020-04-01,Arkansas,0,0,0,0,0,0,0,71,0,0
616,2020-03-25 2020-04-01,California,31,65,100,15,23,6,12,6,33,0
617,2020-03-25 2020-04-01,Colorado,54,100,0,10,0,0,54,26,0,0
618,2020-03-25 2020-04-01,Connecticut,79,0,0,14,0,59,0,38,0,0
619,2020-03-25 2020-04-01,Delaware,0,0,0,0,0,0,0,0,0,0
620,2020-03-25 2020-04-01,District of Columbia,0,0,0,0,0,0,0,0,0,0
621,2020-03-25 2020-04-01,Florida,15,41,0,5,43,6,29,0,0,0
622,2020-03-25 2020-04-01,Georgia,28,52,0,10,41,11,28,13,0,0
623,2020-03-25 2020-04-01,Hawaii,0,0,0,48,0,100,0,0,0,0
624,2020-03-25 2020-04-01,Idaho,0,0,0,0,0,0,0,100,0,0
625,2020-03-25 2020-04-01,Illinois,24,0,0,11,0,18,23,0,100,0
626,2020-03-25 2020-04-01,Indiana,0,0,0,0,83,21,56,0,0,0
627,2020-03-25 2020-04-01,Iowa,0,0,0,0,0,0,0,0,0,0
628,2020-03-25 2020-04-01,Kansas,0,0,0,0,0,0,0,0,0,0
629,2020-03-25 2020-04-01,Kentucky,88,0,0,16,0,0,0,0,0,0
630,2020-03-25 2020-04-01,Louisiana,0,0,0,17,0,34,0,0,0,0
631,2020-03-25 2020-04-01,Maine,0,0,0,47,0,0,0,0,0,0
632,2020-03-25 2020-04-01,Maryland,98,90,0,9,0,18,0,0,0,0
633,2020-03-25 2020-04-01,Massachusetts,41,0,0,7,0,0,41,20,0,0
634,2020-03-25 2020-04-01,Michigan,32,0,0,12,0,12,32,0,0,0
635,2020-03-25 2020-04-01,Minnesota,0,0,0,21,0,21,57,27,0,0
636,2020-03-25 2020-04-01,Mississippi,0,0,0,0,0,0,0,0,0,0
637,2020-03-25 2020-04-01,Missouri,0,0,0,21,0,0,0,0,0,0
638,2020-03-25 2020-04-01,Montana,0,0,0,0,0,0,0,0,0,0
639,2020-03-25 2020-04-01,Nebraska,0,0,0,0,0,0,0,0,0,0
640,2020-03-25 2020-04-01,Nevada,0,0,0,20,0,0,0,0,0,0
641,2020-03-25 2020-04-01,New Hampshire,0,0,0,0,0,0,0,0,0,0
642,2020-03-25 2020-04-01,New Jersey,0,57,0,11,0,29,30,0,0,0
643,2020-03-25 2020-04-01,New Mexico,0,0,0,34,0,69,0,0,0,0
644,2020-03-25 2020-04-01,New York,37,27,0,16,32,5,43,14,0,66
645,2020-03-25 2020-04-01,North Carolina,31,56,0,6,0,11,0,15,0,0
646,2020-03-25 2020-04-01,North Dakota,0,0,0,0,0,0,0,0,0,0
647,2020-03-25 2020-04-01,Ohio,28,52,0,5,41,0,55,0,0,0
648,2020-03-25 2020-04-01,Oklahoma,0,0,0,20,0,0,0,51,0,0
649,2020-03-25 2020-04-01,Oregon,0,0,0,0,0,0,0,0,0,0
650,2020-03-25 2020-04-01,Pennsylvania,25,47,0,12,55,10,100,12,0,0
651,2020-03-25 2020-04-01,Rhode Island,0,0,0,0,0,0,0,0,0,0
652,2020-03-25 2020-04-01,South Carolina,73,0,0,20,0,0,0,0,0,0
653,2020-03-25 2020-04-01,South Dakota,0,0,0,0,0,0,0,0,0,0
654,2020-03-25 2020-04-01,Tennessee,0,0,0,19,0,20,0,25,0,0
655,2020-03-25 2020-04-01,Texas,0,30,0,7,0,12,27,5,0,100
656,2020-03-25 2020-04-01,Utah,100,0,0,0,0,0,0,0,0,0
657,2020-03-25 2020-04-01,Vermont,0,0,0,100,0,0,0,0,0,0
658,2020-03-25 2020-04-01,Virginia,69,63,0,22,100,26,0,16,0,0
659,2020-03-25 2020-04-01,Washington,42,78,0,12,0,16,42,0,0,0
660,2020-03-25 2020-04-01,West Virginia,0,0,0,0,0,0,0,0,0,0
661,2020-03-25 2020-04-01,Wisconsin,58,0,0,21,85,0,0,28,0,0
