,week,State,5g network,5g coronavirus,5g is coronavirus,5g coronavirus conspiracy,5g network radiation,5g towers near me,side effects of 5g network,5g network dangerous
726,2020-04-08 2020-04-15,Idaho,82,47,29,0,0,0,0,37
727,2020-04-08 2020-04-15,Illinois,39,50,8,18,42,19,0,24
728,2020-04-08 2020-04-15,Indiana,47,54,7,42,0,20,0,21
729,2020-04-08 2020-04-15,Iowa,54,34,0,0,0,44,0,38
730,2020-04-08 2020-04-15,Kansas,13,36,18,50,0,0,0,11
731,2020-04-08 2020-04-15,Kentucky,60,41,0,32,0,15,0,18
732,2020-04-08 2020-04-15,Louisiana,52,49,24,34,0,48,0,35
733,2020-04-08 2020-04-15,Maine,37,56,0,0,0,0,0,22
734,2020-04-08 2020-04-15,Maryland,34,76,32,37,0,30,0,16
735,2020-04-08 2020-04-15,Massachusetts,39,47,11,15,0,14,0,31
736,2020-04-08 2020-04-15,Michigan,34,62,13,43,0,46,0,18
737,2020-04-08 2020-04-15,Minnesota,35,27,0,32,0,25,0,14
738,2020-04-08 2020-04-15,Mississippi,54,53,22,0,0,29,0,34
739,2020-04-08 2020-04-15,Missouri,46,53,15,0,0,51,0,24
740,2020-04-08 2020-04-15,Montana,36,0,100,0,0,0,0,32
741,2020-04-08 2020-04-15,Nebraska,84,19,0,0,0,94,0,0
742,2020-04-08 2020-04-15,Nevada,32,61,45,85,0,100,0,14
743,2020-04-08 2020-04-15,New Hampshire,54,75,0,87,0,0,0,19
744,2020-04-08 2020-04-15,New Jersey,24,62,4,12,0,39,0,15
745,2020-04-08 2020-04-15,New Mexico,69,59,24,69,0,0,0,54
746,2020-04-08 2020-04-15,New York,54,49,11,13,100,18,0,21
747,2020-04-08 2020-04-15,North Carolina,41,53,16,29,0,33,0,21
748,2020-04-08 2020-04-15,North Dakota,92,0,0,0,0,0,0,41
749,2020-04-08 2020-04-15,Ohio,43,57,6,31,0,29,0,17
750,2020-04-08 2020-04-15,Oklahoma,39,45,14,0,0,37,0,31
751,2020-04-08 2020-04-15,Oregon,42,61,21,0,0,28,0,17
752,2020-04-08 2020-04-15,Pennsylvania,29,50,7,9,0,27,0,18
753,2020-04-08 2020-04-15,Rhode Island,27,0,0,0,0,99,0,24
754,2020-04-08 2020-04-15,South Carolina,43,32,10,28,0,46,0,32
755,2020-04-08 2020-04-15,South Dakota,0,51,63,0,0,0,0,40
756,2020-04-08 2020-04-15,Tennessee,44,34,7,20,0,32,0,16
757,2020-04-08 2020-04-15,Texas,35,44,6,17,0,43,0,27
758,2020-04-08 2020-04-15,Utah,39,22,0,39,0,18,0,13
759,2020-04-08 2020-04-15,Vermont,51,0,0,0,0,0,0,45
760,2020-04-08 2020-04-15,Virginia,48,36,9,13,0,25,0,22
761,2020-04-08 2020-04-15,Washington,25,50,0,0,0,15,0,13
762,2020-04-08 2020-04-15,West Virginia,24,54,0,0,0,0,0,21
763,2020-04-08 2020-04-15,Wisconsin,24,61,8,0,0,25,0,17
764,2020-04-08 2020-04-15,Wyoming,66,77,0,0,0,0,0,59
765,2020-04-15 2020-04-22,Alabama,65,11,15,0,0,0,0,0
766,2020-04-15 2020-04-22,Alaska,0,0,0,0,0,0,0,0
767,2020-04-15 2020-04-22,Arizona,25,37,0,17,0,0,0,0
768,2020-04-15 2020-04-22,Arkansas,29,39,0,52,0,0,0,0
769,2020-04-15 2020-04-22,California,21,39,7,8,71,10,0,17
770,2020-04-15 2020-04-22,Colorado,11,52,20,0,0,29,0,0
771,2020-04-15 2020-04-22,Connecticut,33,11,15,0,0,0,0,0
772,2020-04-15 2020-04-22,Delaware,0,49,66,0,0,0,0,0
773,2020-04-15 2020-04-22,District of Columbia,73,100,0,0,0,0,0,0
774,2020-04-15 2020-04-22,Florida,28,36,6,16,91,4,0,17
775,2020-04-15 2020-04-22,Georgia,18,31,14,11,0,16,0,0
776,2020-04-15 2020-04-22,Hawaii,81,74,100,0,0,71,0,0
777,2020-04-15 2020-04-22,Idaho,45,30,0,0,0,0,0,0
778,2020-04-15 2020-04-22,Illinois,19,31,13,25,0,6,0,26
779,2020-04-15 2020-04-22,Indiana,28,19,10,0,0,15,0,0
780,2020-04-15 2020-04-22,Iowa,25,51,23,0,0,0,0,0
781,2020-04-15 2020-04-22,Kansas,0,37,25,0,0,0,0,0
782,2020-04-15 2020-04-22,Kentucky,0,35,16,0,0,22,0,0
783,2020-04-15 2020-04-22,Louisiana,72,25,0,0,0,0,0,100
784,2020-04-15 2020-04-22,Maine,0,0,0,0,0,0,0,0
785,2020-04-15 2020-04-22,Maryland,44,23,9,0,0,26,0,0
786,2020-04-15 2020-04-22,Massachusetts,21,20,8,15,0,0,0,0
787,2020-04-15 2020-04-22,Michigan,20,43,12,12,100,35,0,0
788,2020-04-15 2020-04-22,Minnesota,0,27,11,0,0,15,0,0
789,2020-04-15 2020-04-22,Mississippi,0,45,30,0,0,43,0,0
790,2020-04-15 2020-04-22,Missouri,12,32,11,21,0,0,0,0
791,2020-04-15 2020-04-22,Montana,76,52,70,0,0,100,0,0
792,2020-04-15 2020-04-22,Nebraska,71,25,0,0,0,0,0,0
793,2020-04-15 2020-04-22,Nevada,34,15,0,0,0,29,0,0
794,2020-04-15 2020-04-22,New Hampshire,0,33,89,0,0,0,0,0
795,2020-04-15 2020-04-22,New Jersey,25,41,6,11,0,13,0,0
796,2020-04-15 2020-04-22,New Mexico,37,0,0,0,0,0,0,0
797,2020-04-15 2020-04-22,New York,38,43,11,10,44,4,0,16
798,2020-04-15 2020-04-22,North Carolina,15,31,6,21,0,16,0,0
799,2020-04-15 2020-04-22,North Dakota,100,0,0,0,0,0,0,0
800,2020-04-15 2020-04-22,Ohio,22,29,5,0,0,7,0,0
801,2020-04-15 2020-04-22,Oklahoma,31,43,19,37,0,0,0,0
802,2020-04-15 2020-04-22,Oregon,32,27,15,0,0,0,0,0
803,2020-04-15 2020-04-22,Pennsylvania,20,27,5,9,0,7,0,0
804,2020-04-15 2020-04-22,Rhode Island,0,58,0,100,0,0,0,0
805,2020-04-15 2020-04-22,South Carolina,30,21,0,27,0,20,0,0
806,2020-04-15 2020-04-22,South Dakota,0,67,0,0,0,0,0,0
807,2020-04-15 2020-04-22,Tennessee,16,40,0,0,0,0,0,0
808,2020-04-15 2020-04-22,Texas,20,25,3,4,0,9,0,12
809,2020-04-15 2020-04-22,Utah,21,56,0,0,0,27,0,0
810,2020-04-15 2020-04-22,Vermont,0,78,0,0,0,0,0,0
811,2020-04-15 2020-04-22,Virginia,14,32,7,13,0,0,0,0
812,2020-04-15 2020-04-22,Washington,9,33,12,0,0,0,0,0
813,2020-04-15 2020-04-22,West Virginia,0,0,0,89,0,0,0,0
814,2020-04-15 2020-04-22,Wisconsin,35,16,0,0,0,15,0,0
815,2020-04-15 2020-04-22,Wyoming,0,0,0,0,0,0,0,0
816,2020-04-22 2020-04-29,Alabama,0,14,0,0,0,0,0,0
817,2020-04-22 2020-04-29,Alaska,0,0,0,0,0,0,0,0
818,2020-04-22 2020-04-29,Arizona,7,17,0,0,0,0,0,0
819,2020-04-22 2020-04-29,Arkansas,19,24,0,100,0,0,0,0
820,2020-04-22 2020-04-29,California,6,17,13,6,0,8,0,0
821,2020-04-22 2020-04-29,Colorado,7,19,30,0,0,0,0,0
822,2020-04-22 2020-04-29,Connecticut,0,0,0,0,0,0,0,0
823,2020-04-22 2020-04-29,Delaware,0,0,0,0,0,0,0,0
824,2020-04-22 2020-04-29,District of Columbia,0,0,0,0,0,94,0,0
825,2020-04-22 2020-04-29,Florida,8,14,17,0,0,6,0,53
826,2020-04-22 2020-04-29,Georgia,8,5,0,0,0,0,0,0
827,2020-04-22 2020-04-29,Hawaii,0,0,0,0,0,0,0,0
828,2020-04-22 2020-04-29,Idaho,0,38,0,0,0,0,0,0
829,2020-04-22 2020-04-29,Illinois,5,16,13,0,0,9,0,82
830,2020-04-22 2020-04-29,Indiana,8,24,0,0,0,0,0,0
831,2020-04-22 2020-04-29,Iowa,0,21,0,87,0,0,0,0
832,2020-04-22 2020-04-29,Kansas,0,23,0,0,0,0,0,0
833,2020-04-22 2020-04-29,Kentucky,0,15,0,0,0,0,0,0
834,2020-04-22 2020-04-29,Louisiana,0,23,0,0,0,0,0,0
835,2020-04-22 2020-04-29,Maine,0,0,0,0,0,0,0,0
836,2020-04-22 2020-04-29,Maryland,10,12,0,34,0,24,0,0
837,2020-04-22 2020-04-29,Massachusetts,9,18,0,0,0,0,0,0
838,2020-04-22 2020-04-29,Michigan,0,18,38,24,0,9,0,0
839,2020-04-22 2020-04-29,Minnesota,24,25,33,0,0,0,0,0
840,2020-04-22 2020-04-29,Mississippi,0,0,0,0,0,0,0,0
841,2020-04-22 2020-04-29,Missouri,8,30,32,42,0,0,0,0
842,2020-04-22 2020-04-29,Montana,0,0,0,0,0,100,0,0
843,2020-04-22 2020-04-29,Nebraska,24,0,100,0,0,0,0,0
844,2020-04-22 2020-04-29,Nevada,23,39,0,0,0,29,0,0
845,2020-04-22 2020-04-29,New Hampshire,0,41,0,0,0,0,0,0
846,2020-04-22 2020-04-29,New Jersey,9,13,0,0,0,0,0,0
847,2020-04-22 2020-04-29,New Mexico,0,0,0,0,0,0,0,0
848,2020-04-22 2020-04-29,New York,8,21,24,0,0,0,0,0
849,2020-04-22 2020-04-29,North Carolina,10,12,0,0,0,14,0,100
850,2020-04-22 2020-04-29,North Dakota,0,0,0,0,0,0,0,0
851,2020-04-22 2020-04-29,Ohio,5,11,0,0,0,7,0,0
852,2020-04-22 2020-04-29,Oklahoma,15,18,59,0,0,0,0,0
853,2020-04-22 2020-04-29,Oregon,21,27,44,56,0,0,0,0
854,2020-04-22 2020-04-29,Pennsylvania,7,9,0,18,0,0,0,0
855,2020-04-22 2020-04-29,Rhode Island,0,0,0,0,0,0,0,0
856,2020-04-22 2020-04-29,South Carolina,0,19,0,0,0,0,0,0
857,2020-04-22 2020-04-29,South Dakota,0,0,0,0,0,0,0,0
858,2020-04-22 2020-04-29,Tennessee,11,18,0,0,0,0,0,0
859,2020-04-22 2020-04-29,Texas,11,13,6,8,0,3,0,0
860,2020-04-22 2020-04-29,Utah,15,18,0,0,0,27,0,0
861,2020-04-22 2020-04-29,Vermont,0,100,0,0,0,0,0,0
862,2020-04-22 2020-04-29,Virginia,5,12,20,0,0,0,0,0
863,2020-04-22 2020-04-29,Washington,6,14,23,0,0,0,0,0
864,2020-04-22 2020-04-29,West Virginia,0,0,0,0,0,0,0,0
865,2020-04-22 2020-04-29,Wisconsin,0,10,0,41,0,0,0,0
866,2020-04-22 2020-04-29,Wyoming,100,0,0,0,0,0,0,0
