,week,State,5g network,5g coronavirus,5g is coronavirus,5g coronavirus conspiracy,5g network radiation,5g towers near me,side effects of 5g network,5g network dangerous
354,2020-02-12 2020-02-19,West Virginia,0,0,0,0,0,0,0,0
355,2020-02-12 2020-02-19,Wisconsin,13,0,0,0,0,0,0,0
356,2020-02-12 2020-02-19,Wyoming,0,0,0,0,0,0,0,0
357,2020-02-19 2020-02-26,Alabama,0,12,100,0,0,0,0,0
358,2020-02-19 2020-02-26,Alaska,100,100,0,0,0,0,0,0
359,2020-02-19 2020-02-26,Arizona,15,0,0,0,0,0,0,100
360,2020-02-19 2020-02-26,Arkansas,0,0,0,0,0,0,0,0
361,2020-02-19 2020-02-26,California,15,6,15,0,0,22,0,0
362,2020-02-19 2020-02-26,Colorado,13,8,0,0,0,0,0,0
363,2020-02-19 2020-02-26,Connecticut,13,0,0,0,0,0,0,0
364,2020-02-19 2020-02-26,Delaware,58,0,0,0,0,0,0,0
365,2020-02-19 2020-02-26,District of Columbia,0,41,0,0,0,0,0,0
366,2020-02-19 2020-02-26,Florida,19,3,18,0,0,79,0,0
367,2020-02-19 2020-02-26,Georgia,5,0,0,0,0,0,0,0
368,2020-02-19 2020-02-26,Hawaii,40,0,0,0,0,0,0,0
369,2020-02-19 2020-02-26,Idaho,36,36,0,0,0,0,0,0
370,2020-02-19 2020-02-26,Illinois,9,0,0,0,0,0,0,0
371,2020-02-19 2020-02-26,Indiana,13,9,0,0,0,0,0,0
372,2020-02-19 2020-02-26,Iowa,19,19,0,0,0,0,0,0
373,2020-02-19 2020-02-26,Kansas,21,21,0,0,0,0,0,0
374,2020-02-19 2020-02-26,Kentucky,0,0,0,0,0,0,0,0
375,2020-02-19 2020-02-26,Louisiana,14,0,0,0,0,0,0,0
376,2020-02-19 2020-02-26,Maine,0,0,0,0,0,0,0,0
377,2020-02-19 2020-02-26,Maryland,11,8,0,0,0,0,0,0
378,2020-02-19 2020-02-26,Massachusetts,7,7,0,0,0,0,0,0
379,2020-02-19 2020-02-26,Michigan,14,6,46,0,0,100,0,76
380,2020-02-19 2020-02-26,Minnesota,9,0,0,0,0,0,0,0
381,2020-02-19 2020-02-26,Mississippi,0,25,0,0,0,0,0,0
382,2020-02-19 2020-02-26,Missouri,9,9,0,0,0,0,0,0
383,2020-02-19 2020-02-26,Montana,0,0,0,0,0,0,0,0
384,2020-02-19 2020-02-26,Nebraska,27,0,0,0,0,0,0,0
385,2020-02-19 2020-02-26,Nevada,17,0,0,0,0,0,0,0
386,2020-02-19 2020-02-26,New Hampshire,0,0,0,0,0,0,0,0
387,2020-02-19 2020-02-26,New Jersey,8,5,0,0,0,0,0,0
388,2020-02-19 2020-02-26,New Mexico,56,0,0,0,0,0,0,0
389,2020-02-19 2020-02-26,New York,9,2,0,0,0,38,0,0
390,2020-02-19 2020-02-26,North Carolina,7,0,0,0,0,0,0,0
391,2020-02-19 2020-02-26,North Dakota,0,0,0,0,0,0,0,0
392,2020-02-19 2020-02-26,Ohio,12,4,0,0,0,0,0,0
393,2020-02-19 2020-02-26,Oklahoma,66,0,0,0,0,0,0,0
394,2020-02-19 2020-02-26,Oregon,19,0,0,0,0,0,0,0
395,2020-02-19 2020-02-26,Pennsylvania,10,6,33,51,0,0,0,0
396,2020-02-19 2020-02-26,Rhode Island,45,0,0,0,0,0,0,0
397,2020-02-19 2020-02-26,South Carolina,22,0,0,0,0,0,0,0
398,2020-02-19 2020-02-26,South Dakota,0,0,0,0,0,0,0,0
399,2020-02-19 2020-02-26,Tennessee,8,0,0,100,0,0,0,0
400,2020-02-19 2020-02-26,Texas,10,2,0,0,0,0,0,0
401,2020-02-19 2020-02-26,Utah,25,16,0,0,0,0,0,0
402,2020-02-19 2020-02-26,Vermont,0,92,0,0,0,0,0,0
403,2020-02-19 2020-02-26,Virginia,14,6,0,0,0,0,0,0
404,2020-02-19 2020-02-26,Washington,17,7,0,0,0,0,0,0
405,2020-02-19 2020-02-26,West Virginia,0,40,0,0,0,0,0,0
406,2020-02-19 2020-02-26,Wisconsin,9,9,0,0,0,0,0,0
407,2020-02-19 2020-02-26,Wyoming,0,0,0,0,0,0,0,0
408,2020-02-26 2020-03-04,Alabama,50,5,0,0,0,0,0,0
409,2020-02-26 2020-03-04,Alaska,0,0,0,0,0,0,0,0
410,2020-02-26 2020-03-04,Arizona,24,8,0,0,0,0,0,0
411,2020-02-26 2020-03-04,Arkansas,35,9,0,0,0,0,0,0
412,2020-02-26 2020-03-04,California,16,4,6,0,100,15,0,0
413,2020-02-26 2020-03-04,Colorado,27,0,0,0,0,0,0,0
414,2020-02-26 2020-03-04,Connecticut,0,11,0,0,0,0,0,0
415,2020-02-26 2020-03-04,Delaware,0,0,0,0,0,0,0,0
416,2020-02-26 2020-03-04,District of Columbia,0,0,0,0,0,0,0,0
417,2020-02-26 2020-03-04,Florida,27,2,6,0,0,0,0,0
418,2020-02-26 2020-03-04,Georgia,15,5,0,0,0,0,0,0
419,2020-02-26 2020-03-04,Hawaii,0,17,100,0,0,0,0,0
420,2020-02-26 2020-03-04,Idaho,0,0,0,0,0,0,0,0
421,2020-02-26 2020-03-04,Illinois,26,5,9,0,0,0,0,100
422,2020-02-26 2020-03-04,Indiana,14,8,0,0,0,0,0,0
423,2020-02-26 2020-03-04,Iowa,0,8,0,100,0,0,0,0
424,2020-02-26 2020-03-04,Kansas,0,28,0,0,0,0,0,0
425,2020-02-26 2020-03-04,Kentucky,17,0,0,0,0,0,0,0
426,2020-02-26 2020-03-04,Louisiana,0,6,0,0,0,0,0,0
427,2020-02-26 2020-03-04,Maine,0,0,0,0,0,0,0,0
428,2020-02-26 2020-03-04,Maryland,47,3,19,0,0,0,0,0
429,2020-02-26 2020-03-04,Massachusetts,26,6,16,0,0,0,0,0
430,2020-02-26 2020-03-04,Michigan,9,6,14,30,0,0,0,0
431,2020-02-26 2020-03-04,Minnesota,44,8,0,0,0,0,0,0
432,2020-02-26 2020-03-04,Mississippi,0,0,0,0,0,0,0,0
433,2020-02-26 2020-03-04,Missouri,29,8,0,0,0,0,0,0
434,2020-02-26 2020-03-04,Montana,100,27,0,0,0,0,0,0
435,2020-02-26 2020-03-04,Nebraska,42,11,0,0,0,0,0,0
436,2020-02-26 2020-03-04,Nevada,27,7,0,0,0,0,0,0
437,2020-02-26 2020-03-04,New Hampshire,66,18,0,0,0,0,0,0
438,2020-02-26 2020-03-04,New Jersey,25,6,0,0,0,65,0,0
439,2020-02-26 2020-03-04,New Mexico,91,12,0,0,0,0,0,0
440,2020-02-26 2020-03-04,New York,19,3,0,0,0,0,0,0
441,2020-02-26 2020-03-04,North Carolina,22,6,12,0,0,57,0,0
442,2020-02-26 2020-03-04,North Dakota,0,0,0,0,0,0,0,0
443,2020-02-26 2020-03-04,Ohio,20,2,10,0,0,0,0,0
444,2020-02-26 2020-03-04,Oklahoma,39,0,0,86,0,0,0,0
445,2020-02-26 2020-03-04,Oregon,20,11,0,0,0,0,0,0
446,2020-02-26 2020-03-04,Pennsylvania,19,4,20,21,0,0,0,0
447,2020-02-26 2020-03-04,Rhode Island,69,38,0,0,0,0,0,0
448,2020-02-26 2020-03-04,South Carolina,18,0,0,0,0,0,0,0
449,2020-02-26 2020-03-04,South Dakota,0,0,0,0,0,0,0,0
450,2020-02-26 2020-03-04,Tennessee,19,10,0,0,0,100,0,0
451,2020-02-26 2020-03-04,Texas,24,7,4,0,0,0,0,0
452,2020-02-26 2020-03-04,Utah,39,7,0,0,0,0,0,0
453,2020-02-26 2020-03-04,Vermont,0,40,0,0,0,0,0,0
454,2020-02-26 2020-03-04,Virginia,27,6,0,0,0,0,0,0
455,2020-02-26 2020-03-04,Washington,10,6,17,0,0,0,0,0
456,2020-02-26 2020-03-04,West Virginia,0,0,100,0,0,0,0,0
457,2020-02-26 2020-03-04,Wisconsin,15,0,23,0,0,0,0,0
458,2020-02-26 2020-03-04,Wyoming,0,100,0,0,0,0,0,0
459,2020-03-04 2020-03-11,Alabama,48,35,22,0,0,0,0,0
460,2020-03-04 2020-03-11,Alaska,0,0,0,0,0,0,0,0
461,2020-03-04 2020-03-11,Arizona,14,34,0,0,0,0,0,100
462,2020-03-04 2020-03-11,Arkansas,0,50,0,0,0,0,0,0
463,2020-03-04 2020-03-11,California,11,13,4,14,0,6,0,16
464,2020-03-04 2020-03-11,Colorado,16,19,14,100,0,44,0,0
465,2020-03-04 2020-03-11,Connecticut,25,15,0,0,0,0,0,0
466,2020-03-04 2020-03-11,Delaware,0,0,100,0,0,0,0,0
467,2020-03-04 2020-03-11,District of Columbia,100,44,68,0,0,0,0,0
468,2020-03-04 2020-03-11,Florida,10,19,8,0,100,35,0,0
469,2020-03-04 2020-03-11,Georgia,6,24,7,0,0,0,0,0
470,2020-03-04 2020-03-11,Hawaii,51,45,0,0,0,0,0,0
471,2020-03-04 2020-03-11,Idaho,0,0,0,0,0,0,0,0
472,2020-03-04 2020-03-11,Illinois,14,16,0,0,0,0,0,0
473,2020-03-04 2020-03-11,Indiana,11,24,15,0,0,0,0,0
474,2020-03-04 2020-03-11,Iowa,49,22,0,0,0,100,0,0
475,2020-03-04 2020-03-11,Kansas,54,24,0,0,0,0,0,0
476,2020-03-04 2020-03-11,Kentucky,17,22,23,0,0,0,0,0
477,2020-03-04 2020-03-11,Louisiana,35,23,0,0,0,0,0,0
478,2020-03-04 2020-03-11,Maine,0,50,0,0,0,0,0,0
479,2020-03-04 2020-03-11,Maryland,19,26,0,0,0,0,0,0
480,2020-03-04 2020-03-11,Massachusetts,17,22,0,0,0,0,0,0
481,2020-03-04 2020-03-11,Michigan,7,19,0,0,0,29,0,0
482,2020-03-04 2020-03-11,Minnesota,12,42,0,0,0,0,0,0
483,2020-03-04 2020-03-11,Mississippi,0,0,0,0,0,0,0,0
484,2020-03-04 2020-03-11,Missouri,12,36,16,0,0,0,0,0
485,2020-03-04 2020-03-11,Montana,81,70,0,0,0,0,0,0
486,2020-03-04 2020-03-11,Nebraska,69,0,0,0,0,0,0,0
487,2020-03-04 2020-03-11,Nevada,21,38,29,0,0,0,0,0
488,2020-03-04 2020-03-11,New Hampshire,0,0,0,0,0,0,0,0
489,2020-03-04 2020-03-11,New Jersey,13,15,0,0,0,27,0,0
490,2020-03-04 2020-03-11,New Mexico,0,0,0,0,0,0,0,0
491,2020-03-04 2020-03-11,New York,23,12,11,0,0,11,0,0
492,2020-03-04 2020-03-11,North Carolina,6,13,16,0,0,0,0,0
493,2020-03-04 2020-03-11,North Dakota,0,88,0,0,0,0,0,0
494,2020-03-04 2020-03-11,Ohio,18,21,14,49,0,0,0,0
495,2020-03-04 2020-03-11,Oklahoma,42,0,0,0,0,85,0,0
496,2020-03-04 2020-03-11,Oregon,16,42,0,0,0,0,0,0
497,2020-03-04 2020-03-11,Pennsylvania,16,21,14,48,0,21,0,0
498,2020-03-04 2020-03-11,Rhode Island,0,100,0,0,0,0,0,0
499,2020-03-04 2020-03-11,South Carolina,0,0,0,0,0,0,0,0
500,2020-03-04 2020-03-11,South Dakota,0,0,0,0,0,0,0,0
501,2020-03-04 2020-03-11,Tennessee,10,14,41,0,0,0,0,0
502,2020-03-04 2020-03-11,Texas,12,15,3,21,79,14,0,0
503,2020-03-04 2020-03-11,Utah,21,18,0,0,0,0,0,0
504,2020-03-04 2020-03-11,Vermont,0,0,0,0,0,0,0,0
505,2020-03-04 2020-03-11,Virginia,25,25,0,0,0,0,0,0
506,2020-03-04 2020-03-11,Washington,8,26,0,0,0,0,0,0
507,2020-03-04 2020-03-11,West Virginia,0,0,0,0,0,0,0,0
508,2020-03-04 2020-03-11,Wisconsin,12,21,16,0,0,0,0,0
509,2020-03-04 2020-03-11,Wyoming,0,0,0,0,0,0,0,0
510,2020-03-11 2020-03-18,Alabama,11,44,21,0,0,0,0,0
511,2020-03-11 2020-03-18,Alaska,0,58,0,0,0,0,0,0
512,2020-03-11 2020-03-18,Arizona,16,36,12,19,0,13,0,0
513,2020-03-11 2020-03-18,Arkansas,19,38,36,0,0,0,0,0
514,2020-03-11 2020-03-18,California,16,31,14,12,13,3,0,0
515,2020-03-11 2020-03-18,Colorado,22,14,14,21,0,14,0,0
516,2020-03-11 2020-03-18,Connecticut,23,19,43,0,0,0,0,0
517,2020-03-11 2020-03-18,Delaware,0,100,0,0,0,100,0,0
518,2020-03-11 2020-03-18,District of Columbia,0,0,0,0,0,0,0,0
519,2020-03-11 2020-03-18,Florida,16,33,20,11,25,6,0,0
520,2020-03-11 2020-03-18,Georgia,11,37,18,0,0,15,0,0
521,2020-03-11 2020-03-18,Hawaii,69,57,65,100,0,0,0,0
522,2020-03-11 2020-03-18,Idaho,0,39,0,0,0,0,0,0
523,2020-03-11 2020-03-18,Illinois,19,30,18,9,39,0,0,0
524,2020-03-11 2020-03-18,Indiana,23,43,15,0,0,0,0,0
525,2020-03-11 2020-03-18,Iowa,0,57,65,100,0,0,0,0
526,2020-03-11 2020-03-18,Kansas,19,56,36,0,0,0,0,0
527,2020-03-11 2020-03-18,Kentucky,18,15,22,0,0,0,0,79
528,2020-03-11 2020-03-18,Louisiana,12,36,0,35,0,0,0,0
529,2020-03-11 2020-03-18,Maine,0,49,0,0,0,74,0,0
530,2020-03-11 2020-03-18,Maryland,20,27,13,20,0,20,0,0
531,2020-03-11 2020-03-18,Massachusetts,23,11,11,0,0,0,0,0
532,2020-03-11 2020-03-18,Michigan,17,55,22,14,0,14,0,0
533,2020-03-11 2020-03-18,Minnesota,8,24,15,23,100,0,0,0
534,2020-03-11 2020-03-18,Mississippi,0,23,45,68,0,0,0,0
535,2020-03-11 2020-03-18,Missouri,12,34,30,0,0,0,0,0
536,2020-03-11 2020-03-18,Montana,53,0,100,0,0,0,0,0
537,2020-03-11 2020-03-18,Nebraska,24,47,45,0,0,0,0,0
538,2020-03-11 2020-03-18,Nevada,15,43,27,0,0,0,0,100
539,2020-03-11 2020-03-18,New Hampshire,34,45,64,0,0,0,0,0
540,2020-03-11 2020-03-18,New Jersey,9,33,16,0,0,9,0,0
541,2020-03-11 2020-03-18,New Mexico,24,24,0,0,0,0,0,0
542,2020-03-11 2020-03-18,New York,15,23,17,5,23,7,0,0
543,2020-03-11 2020-03-18,North Carolina,21,21,16,12,0,0,0,0
544,2020-03-11 2020-03-18,North Dakota,71,47,0,0,0,0,0,0
545,2020-03-11 2020-03-18,Ohio,15,41,17,0,0,7,0,0
546,2020-03-11 2020-03-18,Oklahoma,0,34,0,0,0,0,0,0
547,2020-03-11 2020-03-18,Oregon,16,25,40,0,0,0,0,0
548,2020-03-11 2020-03-18,Pennsylvania,12,37,13,10,0,7,0,0
549,2020-03-11 2020-03-18,Rhode Island,40,27,0,0,0,0,0,0
550,2020-03-11 2020-03-18,South Carolina,10,43,29,0,0,0,0,0
551,2020-03-11 2020-03-18,South Dakota,69,68,0,0,0,0,0,0
552,2020-03-11 2020-03-18,Tennessee,14,24,13,21,0,0,0,0
553,2020-03-11 2020-03-18,Texas,6,30,13,5,20,8,0,0
554,2020-03-11 2020-03-18,Utah,21,27,0,0,0,0,0,0
555,2020-03-11 2020-03-18,Vermont,0,0,0,0,0,0,0,0
556,2020-03-11 2020-03-18,Virginia,5,28,9,0,0,0,0,0
557,2020-03-11 2020-03-18,Washington,9,25,22,0,0,11,0,0
558,2020-03-11 2020-03-18,West Virginia,36,24,0,0,0,0,0,0
559,2020-03-11 2020-03-18,Wisconsin,24,24,15,0,0,0,0,55
560,2020-03-11 2020-03-18,Wyoming,100,67,0,0,0,0,0,0
561,2020-03-18 2020-03-25,Alabama,9,8,0,25,0,0,0,0
562,2020-03-18 2020-03-25,Alaska,100,57,0,0,0,0,0,0
563,2020-03-18 2020-03-25,Arizona,18,31,13,0,0,0,0,0
564,2020-03-18 2020-03-25,Arkansas,16,40,39,43,0,38,0,0
565,2020-03-18 2020-03-25,California,19,33,13,5,9,7,0,0
566,2020-03-18 2020-03-25,Colorado,18,12,0,0,0,0,0,0
567,2020-03-18 2020-03-25,Connecticut,18,15,44,49,0,0,0,0
568,2020-03-18 2020-03-25,Delaware,0,33,0,0,0,0,0,0
569,2020-03-18 2020-03-25,District of Columbia,36,0,0,100,0,0,0,0
570,2020-03-18 2020-03-25,Florida,13,28,8,14,18,8,0,0
571,2020-03-18 2020-03-25,Georgia,14,28,15,8,0,7,0,0
572,2020-03-18 2020-03-25,Hawaii,43,24,0,0,0,0,0,0
573,2020-03-18 2020-03-25,Idaho,24,61,0,67,0,0,0,0
574,2020-03-18 2020-03-25,Illinois,8,36,19,14,0,12,0,0
575,2020-03-18 2020-03-25,Indiana,9,36,15,17,0,0,0,0
576,2020-03-18 2020-03-25,Iowa,27,52,0,0,0,0,0,0
577,2020-03-18 2020-03-25,Kansas,15,26,0,42,0,0,0,0
578,2020-03-18 2020-03-25,Kentucky,19,24,0,0,0,22,0,100
579,2020-03-18 2020-03-25,Louisiana,10,29,37,27,0,23,0,0
580,2020-03-18 2020-03-25,Maine,29,24,0,0,0,0,0,0
581,2020-03-18 2020-03-25,Maryland,16,25,14,15,0,13,0,0
582,2020-03-18 2020-03-25,Massachusetts,0,17,11,13,0,11,0,0
583,2020-03-18 2020-03-25,Michigan,18,40,9,0,0,9,0,0
584,2020-03-18 2020-03-25,Minnesota,19,24,16,17,100,0,0,0
585,2020-03-18 2020-03-25,Mississippi,53,15,0,0,0,0,0,0
586,2020-03-18 2020-03-25,Missouri,22,22,24,35,0,0,0,0
587,2020-03-18 2020-03-25,Montana,83,35,0,0,0,100,0,0
588,2020-03-18 2020-03-25,Nebraska,19,16,49,0,0,0,0,0
589,2020-03-18 2020-03-25,Nevada,0,10,31,34,0,0,0,0
590,2020-03-18 2020-03-25,New Hampshire,0,22,0,0,0,0,0,0
591,2020-03-18 2020-03-25,New Jersey,20,30,17,9,0,16,0,0
592,2020-03-18 2020-03-25,New Mexico,20,33,100,0,0,0,0,0
593,2020-03-18 2020-03-25,New York,9,23,18,4,17,4,0,0
594,2020-03-18 2020-03-25,North Carolina,5,23,8,19,0,8,0,0
595,2020-03-18 2020-03-25,North Dakota,55,93,0,0,0,0,0,0
596,2020-03-18 2020-03-25,Ohio,11,24,11,8,0,15,0,0
597,2020-03-18 2020-03-25,Oklahoma,12,25,0,33,0,0,0,0
598,2020-03-18 2020-03-25,Oregon,0,29,43,24,0,0,0,0
599,2020-03-18 2020-03-25,Pennsylvania,7,22,18,8,0,17,0,0
600,2020-03-18 2020-03-25,Rhode Island,31,39,79,0,0,0,0,0
601,2020-03-18 2020-03-25,South Carolina,32,14,30,0,0,19,0,0
602,2020-03-18 2020-03-25,South Dakota,0,88,0,0,0,0,0,0
603,2020-03-18 2020-03-25,Tennessee,14,34,14,16,0,14,0,0
604,2020-03-18 2020-03-25,Texas,13,19,11,3,0,12,0,13
605,2020-03-18 2020-03-25,Utah,32,36,27,30,0,0,0,0
606,2020-03-18 2020-03-25,Vermont,0,51,0,0,0,0,0,0
607,2020-03-18 2020-03-25,Virginia,17,24,14,0,0,9,0,0
608,2020-03-18 2020-03-25,Washington,16,24,12,0,0,0,0,50
609,2020-03-18 2020-03-25,West Virginia,0,46,0,0,0,0,0,0
610,2020-03-18 2020-03-25,Wisconsin,6,24,16,0,0,23,0,0
611,2020-03-18 2020-03-25,Wyoming,0,100,0,0,0,0,0,0
612,2020-03-25 2020-04-01,Alabama,55,13,46,0,0,0,0,0
613,2020-03-25 2020-04-01,Alaska,0,44,0,0,0,0,0,0
614,2020-03-25 2020-04-01,Arizona,22,30,17,17,0,20,0,0
615,2020-03-25 2020-04-01,Arkansas,28,28,0,0,0,0,0,0
616,2020-03-25 2020-04-01,California,24,29,20,7,18,17,0,0
617,2020-03-25 2020-04-01,Colorado,21,31,39,0,0,15,0,0
618,2020-03-25 2020-04-01,Connecticut,30,21,29,0,0,45,0,0
619,2020-03-25 2020-04-01,Delaware,100,27,0,0,0,0,0,0
620,2020-03-25 2020-04-01,District of Columbia,65,26,0,0,0,100,0,0
621,2020-03-25 2020-04-01,Florida,35,25,32,8,57,13,0,0
622,2020-03-25 2020-04-01,Georgia,43,31,26,15,43,16,0,0
623,2020-03-25 2020-04-01,Hawaii,0,100,0,0,0,0,0,0
624,2020-03-25 2020-04-01,Idaho,0,0,0,0,0,0,0,0
625,2020-03-25 2020-04-01,Illinois,33,27,43,0,54,17,0,11
626,2020-03-25 2020-04-01,Indiana,38,45,0,0,0,16,0,0
627,2020-03-25 2020-04-01,Iowa,46,28,0,0,0,0,0,0
628,2020-03-25 2020-04-01,Kansas,52,21,0,0,0,0,0,0
629,2020-03-25 2020-04-01,Kentucky,17,20,48,0,0,0,0,0
630,2020-03-25 2020-04-01,Louisiana,78,24,33,34,0,52,0,43
631,2020-03-25 2020-04-01,Maine,48,68,94,0,0,0,0,0
632,2020-03-25 2020-04-01,Maryland,46,35,62,0,0,28,0,0
633,2020-03-25 2020-04-01,Massachusetts,12,28,15,23,0,12,0,0
634,2020-03-25 2020-04-01,Michigan,43,43,48,30,100,37,0,0
635,2020-03-25 2020-04-01,Minnesota,11,28,42,42,0,0,0,0
636,2020-03-25 2020-04-01,Mississippi,91,18,59,0,0,47,0,0
637,2020-03-25 2020-04-01,Missouri,44,15,21,0,0,50,0,0
638,2020-03-25 2020-04-01,Montana,68,27,0,0,0,0,0,0
639,2020-03-25 2020-04-01,Nebraska,33,13,0,64,0,0,0,0
640,2020-03-25 2020-04-01,Nevada,42,47,0,82,0,0,0,0
641,2020-03-25 2020-04-01,New Hampshire,43,35,0,0,0,0,0,0
642,2020-03-25 2020-04-01,New Jersey,41,32,11,11,0,35,0,0
643,2020-03-25 2020-04-01,New Mexico,0,21,67,0,0,53,0,0
644,2020-03-25 2020-04-01,New York,51,27,35,19,56,21,0,7
645,2020-03-25 2020-04-01,North Carolina,32,23,28,33,0,26,0,0
646,2020-03-25 2020-04-01,North Dakota,93,37,0,0,0,0,0,0
647,2020-03-25 2020-04-01,Ohio,21,28,20,15,0,16,0,0
648,2020-03-25 2020-04-01,Oklahoma,0,33,39,0,0,31,0,100
649,2020-03-25 2020-04-01,Oregon,15,24,0,0,0,0,0,0
650,2020-03-25 2020-04-01,Pennsylvania,29,18,37,9,0,25,0,0
651,2020-03-25 2020-04-01,Rhode Island,0,21,100,100,0,0,0,0
652,2020-03-25 2020-04-01,South Carolina,35,22,40,27,0,21,0,34
653,2020-03-25 2020-04-01,South Dakota,0,0,0,0,0,0,0,0
654,2020-03-25 2020-04-01,Tennessee,30,28,38,39,0,15,0,0
655,2020-03-25 2020-04-01,Texas,28,22,16,16,17,6,0,0
656,2020-03-25 2020-04-01,Utah,19,23,36,0,0,0,0,0
657,2020-03-25 2020-04-01,Vermont,0,82,0,0,0,0,0,0
658,2020-03-25 2020-04-01,Virginia,29,26,50,13,0,30,0,16
659,2020-03-25 2020-04-01,Washington,12,29,23,23,0,0,0,0
660,2020-03-25 2020-04-01,West Virginia,48,47,0,0,0,0,0,0
661,2020-03-25 2020-04-01,Wisconsin,22,20,31,21,0,17,0,0
662,2020-03-25 2020-04-01,Wyoming,0,0,0,0,0,0,0,0
663,2020-04-01 2020-04-08,Alabama,43,73,71,36,0,35,0,45
664,2020-04-01 2020-04-08,Alaska,51,51,0,0,0,0,0,79
665,2020-04-01 2020-04-08,Arizona,81,61,41,36,0,17,0,100
666,2020-04-01 2020-04-08,Arkansas,49,62,0,0,0,0,0,58
667,2020-04-01 2020-04-08,California,55,73,23,24,61,28,0,28
668,2020-04-01 2020-04-08,Colorado,44,52,41,11,0,15,0,14
669,2020-04-01 2020-04-08,Connecticut,28,40,30,34,0,22,0,16
670,2020-04-01 2020-04-08,Delaware,46,73,68,0,0,100,0,48
671,2020-04-01 2020-04-08,District of Columbia,92,93,67,0,0,75,0,48
672,2020-04-01 2020-04-08,Florida,51,76,42,20,62,37,0,22
673,2020-04-01 2020-04-08,Georgia,79,71,33,13,83,47,0,57
674,2020-04-01 2020-04-08,Hawaii,34,100,100,0,0,0,0,0
675,2020-04-01 2020-04-08,Idaho,37,62,40,0,0,0,0,0
676,2020-04-01 2020-04-08,Illinois,36,62,43,10,67,23,0,11
677,2020-04-01 2020-04-08,Indiana,33,71,28,19,0,25,0,35
678,2020-04-01 2020-04-08,Iowa,22,41,73,0,0,18,0,17
679,2020-04-01 2020-04-08,Kansas,23,70,25,29,0,0,0,36
680,2020-04-01 2020-04-08,Kentucky,31,58,59,19,0,13,0,18
681,2020-04-01 2020-04-08,Louisiana,100,75,17,40,0,26,0,12
682,2020-04-01 2020-04-08,Maine,23,61,49,56,0,0,0,0
683,2020-04-01 2020-04-08,Maryland,70,67,65,16,0,35,0,36
684,2020-04-01 2020-04-08,Massachusetts,23,50,12,22,0,20,0,19
685,2020-04-01 2020-04-08,Michigan,57,80,30,38,100,73,0,29
686,2020-04-01 2020-04-08,Minnesota,22,35,16,18,0,8,0,11
687,2020-04-01 2020-04-08,Mississippi,57,91,31,0,0,70,0,22
688,2020-04-01 2020-04-08,Missouri,40,65,61,13,0,16,0,27
689,2020-04-01 2020-04-08,Montana,48,32,69,0,0,51,0,0
690,2020-04-01 2020-04-08,Nebraska,78,21,0,76,0,0,0,24
691,2020-04-01 2020-04-08,Nevada,68,78,63,24,0,32,0,45
692,2020-04-01 2020-04-08,New Hampshire,20,20,0,100,0,0,0,0
693,2020-04-01 2020-04-08,New Jersey,37,69,18,13,0,29,0,25
694,2020-04-01 2020-04-08,New Mexico,48,60,53,0,0,0,0,50
695,2020-04-01 2020-04-08,New York,57,74,40,21,39,16,0,15
696,2020-04-01 2020-04-08,North Carolina,62,55,29,7,0,39,0,29
697,2020-04-01 2020-04-08,North Dakota,41,41,0,0,0,0,0,0
698,2020-04-01 2020-04-08,Ohio,35,53,41,12,0,23,0,22
699,2020-04-01 2020-04-08,Oklahoma,32,46,20,67,0,15,0,21
700,2020-04-01 2020-04-08,Oregon,41,44,30,34,0,0,0,26
701,2020-04-01 2020-04-08,Pennsylvania,45,66,29,25,0,24,0,22
702,2020-04-01 2020-04-08,Rhode Island,60,81,0,0,0,0,0,37
703,2020-04-01 2020-04-08,South Carolina,88,66,50,48,0,21,0,45
704,2020-04-01 2020-04-08,South Dakota,40,82,0,0,0,0,0,63
705,2020-04-01 2020-04-08,Tennessee,76,68,35,17,0,19,0,21
706,2020-04-01 2020-04-08,Texas,48,64,38,21,31,37,0,22
707,2020-04-01 2020-04-08,Utah,45,36,59,0,0,15,0,28
708,2020-04-01 2020-04-08,Vermont,48,32,0,0,0,0,0,0
709,2020-04-01 2020-04-08,Virginia,43,64,17,8,0,20,0,17
710,2020-04-01 2020-04-08,Washington,28,57,24,18,0,9,0,12
711,2020-04-01 2020-04-08,West Virginia,22,53,49,55,0,0,0,0
712,2020-04-01 2020-04-08,Wisconsin,40,52,11,12,0,12,0,23
713,2020-04-01 2020-04-08,Wyoming,92,0,0,0,0,0,0,95
714,2020-04-08 2020-04-15,Alabama,31,44,11,30,0,64,0,27
715,2020-04-08 2020-04-15,Alaska,56,0,0,0,0,0,0,100
716,2020-04-08 2020-04-15,Arizona,41,60,6,18,0,21,0,27
717,2020-04-08 2020-04-15,Arkansas,54,38,0,54,0,38,0,60
718,2020-04-08 2020-04-15,California,57,58,11,19,84,50,0,29
719,2020-04-08 2020-04-15,Colorado,43,61,14,41,0,19,0,27
720,2020-04-08 2020-04-15,Connecticut,34,35,11,30,0,21,0,14
721,2020-04-08 2020-04-15,Delaware,83,95,0,0,0,0,0,30
722,2020-04-08 2020-04-15,District of Columbia,68,39,48,0,0,63,0,0
723,2020-04-08 2020-04-15,Florida,40,41,9,17,26,30,0,23
724,2020-04-08 2020-04-15,Georgia,38,48,10,11,0,48,0,28
725,2020-04-08 2020-04-15,Hawaii,100,100,0,100,0,0,0,67
