,geoName,week,is coronavirus bioweapon,is coronavirus a bioweapon,was coronavirus a bioweapon,coronavirus bioweapon,covid bioweapon
433,Missouri,2020-02-26 2020-03-04,0,58,0,0,70
434,Montana,2020-02-26 2020-03-04,0,0,0,0,0
435,Nebraska,2020-02-26 2020-03-04,0,0,0,0,0
436,Nevada,2020-02-26 2020-03-04,0,0,0,0,0
437,New Hampshire,2020-02-26 2020-03-04,0,0,0,0,0
438,New Jersey,2020-02-26 2020-03-04,19,100,0,12,0
439,New Mexico,2020-02-26 2020-03-04,100,0,0,31,0
440,New York,2020-02-26 2020-03-04,7,0,0,2,33
441,North Carolina,2020-02-26 2020-03-04,16,0,0,10,0
442,North Dakota,2020-02-26 2020-03-04,0,0,0,0,0
443,Ohio,2020-02-26 2020-03-04,15,0,0,4,0
444,Oklahoma,2020-02-26 2020-03-04,56,0,0,0,0
445,Oregon,2020-02-26 2020-03-04,0,0,0,0,0
446,Pennsylvania,2020-02-26 2020-03-04,0,51,0,20,31
447,Rhode Island,2020-02-26 2020-03-04,0,0,0,0,0
448,South Carolina,2020-02-26 2020-03-04,40,0,0,37,0
449,South Dakota,2020-02-26 2020-03-04,0,0,0,0,0
450,Tennessee,2020-02-26 2020-03-04,0,0,0,0,0
451,Texas,2020-02-26 2020-03-04,18,11,0,3,0
452,Utah,2020-02-26 2020-03-04,0,0,0,35,0
453,Vermont,2020-02-26 2020-03-04,0,0,0,100,0
454,Virginia,2020-02-26 2020-03-04,20,0,0,6,86
455,Washington,2020-02-26 2020-03-04,23,62,0,14,50
456,West Virginia,2020-02-26 2020-03-04,0,0,0,43,0
457,Wisconsin,2020-02-26 2020-03-04,0,58,0,20,0
458,Wyoming,2020-02-26 2020-03-04,0,0,0,0,0
459,Alabama,2020-03-04 2020-03-11,100,0,0,0,0
460,Alaska,2020-03-04 2020-03-11,0,0,0,0,0
461,Arizona,2020-03-04 2020-03-11,0,81,0,13,0
462,Arkansas,2020-03-04 2020-03-11,0,0,0,0,0
463,California,2020-03-04 2020-03-11,19,0,0,15,11
464,Colorado,2020-03-04 2020-03-11,0,91,0,10,0
465,Connecticut,2020-03-04 2020-03-11,0,0,0,15,0
466,Delaware,2020-03-04 2020-03-11,0,0,0,0,0
467,District of Columbia,2020-03-04 2020-03-11,0,0,0,0,0
468,Florida,2020-03-04 2020-03-11,18,24,0,9,11
469,Georgia,2020-03-04 2020-03-11,34,47,0,10,20
470,Hawaii,2020-03-04 2020-03-11,0,0,0,90,0
471,Idaho,2020-03-04 2020-03-11,0,0,0,39,0
472,Illinois,2020-03-04 2020-03-11,29,39,0,12,17
473,Indiana,2020-03-04 2020-03-11,0,0,0,0,0
474,Iowa,2020-03-04 2020-03-11,0,0,0,0,0
475,Kansas,2020-03-04 2020-03-11,0,0,0,0,100
476,Kentucky,2020-03-04 2020-03-11,0,0,0,15,0
477,Louisiana,2020-03-04 2020-03-11,0,0,0,0,64
478,Maine,2020-03-04 2020-03-11,0,0,0,100,0
479,Maryland,2020-03-04 2020-03-11,0,0,0,17,36
480,Massachusetts,2020-03-04 2020-03-11,52,0,0,15,0
481,Michigan,2020-03-04 2020-03-11,0,0,0,6,26
482,Minnesota,2020-03-04 2020-03-11,0,100,0,10,0
483,Mississippi,2020-03-04 2020-03-11,0,0,0,0,0
484,Missouri,2020-03-04 2020-03-11,0,0,0,10,0
485,Montana,2020-03-04 2020-03-11,0,0,0,0,0
486,Nebraska,2020-03-04 2020-03-11,0,0,0,0,0
487,Nevada,2020-03-04 2020-03-11,0,0,0,0,0
488,New Hampshire,2020-03-04 2020-03-11,0,0,0,0,0
489,New Jersey,2020-03-04 2020-03-11,42,0,0,18,25
490,New Mexico,2020-03-04 2020-03-11,0,0,0,0,0
491,New York,2020-03-04 2020-03-11,17,23,0,5,0
492,North Carolina,2020-03-04 2020-03-11,76,0,0,16,22
493,North Dakota,2020-03-04 2020-03-11,0,0,0,0,0
494,Ohio,2020-03-04 2020-03-11,33,0,0,5,0
495,Oklahoma,2020-03-04 2020-03-11,0,0,0,0,0
496,Oregon,2020-03-04 2020-03-11,100,0,0,0,0
497,Pennsylvania,2020-03-04 2020-03-11,0,0,0,5,0
498,Rhode Island,2020-03-04 2020-03-11,0,0,0,0,0
499,South Carolina,2020-03-04 2020-03-11,92,0,0,0,0
500,South Dakota,2020-03-04 2020-03-11,0,0,0,0,0
501,Tennessee,2020-03-04 2020-03-11,64,0,0,9,0
502,Texas,2020-03-04 2020-03-11,35,19,0,6,0
503,Utah,2020-03-04 2020-03-11,0,0,0,18,0
504,Vermont,2020-03-04 2020-03-11,0,0,0,0,0
505,Virginia,2020-03-04 2020-03-11,44,60,0,6,0
506,Washington,2020-03-04 2020-03-11,53,71,0,7,0
507,West Virginia,2020-03-04 2020-03-11,0,0,0,0,0
508,Wisconsin,2020-03-04 2020-03-11,73,0,0,10,0
509,Wyoming,2020-03-04 2020-03-11,0,0,0,0,0
510,Alabama,2020-03-11 2020-03-18,54,0,0,60,52
511,Alaska,2020-03-11 2020-03-18,0,0,0,0,0
512,Arizona,2020-03-11 2020-03-18,32,83,0,35,0
513,Arkansas,2020-03-11 2020-03-18,0,0,0,51,0
514,California,2020-03-11 2020-03-18,23,23,100,46,15
515,Colorado,2020-03-11 2020-03-18,35,90,0,67,34
516,Connecticut,2020-03-11 2020-03-18,0,0,0,0,53
517,Delaware,2020-03-11 2020-03-18,0,0,0,0,0
518,District of Columbia,2020-03-11 2020-03-18,0,0,0,0,0
519,Florida,2020-03-11 2020-03-18,29,25,0,29,14
520,Georgia,2020-03-11 2020-03-18,18,47,0,40,18
521,Hawaii,2020-03-11 2020-03-18,0,0,0,93,0
522,Idaho,2020-03-11 2020-03-18,0,0,0,0,0
523,Illinois,2020-03-11 2020-03-18,31,39,0,29,29
524,Indiana,2020-03-11 2020-03-18,0,48,0,21,71
525,Iowa,2020-03-11 2020-03-18,0,0,0,46,0
526,Kansas,2020-03-11 2020-03-18,0,0,0,51,90
527,Kentucky,2020-03-11 2020-03-18,58,0,0,47,0
528,Louisiana,2020-03-11 2020-03-18,0,0,0,0,0
529,Maine,2020-03-11 2020-03-18,0,0,0,100,0
530,Maryland,2020-03-11 2020-03-18,33,85,0,27,31
531,Massachusetts,2020-03-11 2020-03-18,83,36,0,30,0
532,Michigan,2020-03-11 2020-03-18,58,45,0,32,22
533,Minnesota,2020-03-11 2020-03-18,77,100,0,85,74
534,Mississippi,2020-03-11 2020-03-18,0,0,0,0,0
535,Missouri,2020-03-11 2020-03-18,0,0,0,21,75
536,Montana,2020-03-11 2020-03-18,0,0,0,0,0
537,Nebraska,2020-03-11 2020-03-18,0,0,0,0,0
538,Nevada,2020-03-11 2020-03-18,0,0,0,0,0
539,New Hampshire,2020-03-11 2020-03-18,0,0,0,0,0
540,New Jersey,2020-03-11 2020-03-18,43,27,0,35,20
541,New Mexico,2020-03-11 2020-03-18,0,0,0,64,0
542,New York,2020-03-11 2020-03-18,9,35,0,27,22
543,North Carolina,2020-03-11 2020-03-18,21,27,0,57,0
544,North Dakota,2020-03-11 2020-03-18,0,0,0,0,0
545,Ohio,2020-03-11 2020-03-18,35,45,0,49,34
546,Oklahoma,2020-03-11 2020-03-18,72,0,0,40,0
547,Oregon,2020-03-11 2020-03-18,52,0,0,0,100
548,Pennsylvania,2020-03-11 2020-03-18,0,0,0,38,17
549,Rhode Island,2020-03-11 2020-03-18,0,0,0,0,0
550,South Carolina,2020-03-11 2020-03-18,100,0,0,55,48
551,South Dakota,2020-03-11 2020-03-18,0,0,0,0,0
552,Tennessee,2020-03-11 2020-03-18,35,0,0,29,0
553,Texas,2020-03-11 2020-03-18,15,29,0,27,22
554,Utah,2020-03-11 2020-03-18,0,0,0,73,64
555,Vermont,2020-03-11 2020-03-18,0,0,0,0,0
556,Virginia,2020-03-11 2020-03-18,23,0,0,64,0
557,Washington,2020-03-11 2020-03-18,56,36,0,69,27
558,West Virginia,2020-03-11 2020-03-18,0,0,0,95,0
559,Wisconsin,2020-03-11 2020-03-18,39,75,0,43,37
560,Wyoming,2020-03-11 2020-03-18,0,0,0,0,0
561,Alabama,2020-03-18 2020-03-25,0,0,0,30,51
562,Alaska,2020-03-18 2020-03-25,0,0,0,0,0
563,Arizona,2020-03-18 2020-03-25,0,44,0,26,0
564,Arkansas,2020-03-18 2020-03-25,0,0,0,52,0
565,California,2020-03-18 2020-03-25,35,11,0,30,19
566,Colorado,2020-03-18 2020-03-25,72,50,0,20,33
567,Connecticut,2020-03-18 2020-03-25,0,0,0,29,100
568,Delaware,2020-03-18 2020-03-25,0,0,0,0,0
569,District of Columbia,2020-03-18 2020-03-25,0,0,0,0,0
570,Florida,2020-03-18 2020-03-25,27,21,100,33,18
571,Georgia,2020-03-18 2020-03-25,0,51,0,30,17
572,Hawaii,2020-03-18 2020-03-25,0,0,0,94,0
573,Idaho,2020-03-18 2020-03-25,0,0,0,0,0
574,Illinois,2020-03-18 2020-03-25,21,0,0,25,28
575,Indiana,2020-03-18 2020-03-25,0,0,0,41,0
576,Iowa,2020-03-18 2020-03-25,0,0,0,0,0
577,Kansas,2020-03-18 2020-03-25,0,0,0,100,0
578,Kentucky,2020-03-18 2020-03-25,76,0,0,0,0
579,Louisiana,2020-03-18 2020-03-25,0,0,0,32,0
580,Maine,2020-03-18 2020-03-25,0,0,0,96,0
581,Maryland,2020-03-18 2020-03-25,45,0,0,36,0
582,Massachusetts,2020-03-18 2020-03-25,0,0,0,23,26
583,Michigan,2020-03-18 2020-03-25,58,30,0,36,100
584,Minnesota,2020-03-18 2020-03-25,0,53,0,42,0
585,Mississippi,2020-03-18 2020-03-25,0,0,0,0,0
586,Missouri,2020-03-18 2020-03-25,0,0,0,21,0
587,Montana,2020-03-18 2020-03-25,0,0,0,0,0
588,Nebraska,2020-03-18 2020-03-25,0,0,0,64,0
589,Nevada,2020-03-18 2020-03-25,100,0,0,61,0
590,New Hampshire,2020-03-18 2020-03-25,0,0,0,0,0
591,New Jersey,2020-03-18 2020-03-25,97,100,0,50,0
592,New Mexico,2020-03-18 2020-03-25,0,0,0,0,0
593,New York,2020-03-18 2020-03-25,32,40,0,29,22
594,North Carolina,2020-03-18 2020-03-25,0,0,0,28,19
595,North Dakota,2020-03-18 2020-03-25,0,0,0,0,0
596,Ohio,2020-03-18 2020-03-25,49,52,0,10,0
597,Oklahoma,2020-03-18 2020-03-25,0,0,0,0,66
598,Oregon,2020-03-18 2020-03-25,71,0,0,0,0
599,Pennsylvania,2020-03-18 2020-03-25,23,24,0,33,16
600,Rhode Island,2020-03-18 2020-03-25,0,0,0,0,0
601,South Carolina,2020-03-18 2020-03-25,0,0,0,0,0
602,South Dakota,2020-03-18 2020-03-25,0,0,0,0,0
603,Tennessee,2020-03-18 2020-03-25,47,0,0,29,32
604,Texas,2020-03-18 2020-03-25,45,20,0,40,20
605,Utah,2020-03-18 2020-03-25,0,0,0,0,60
606,Vermont,2020-03-18 2020-03-25,0,0,0,0,0
607,Virginia,2020-03-18 2020-03-25,0,32,0,13,42
608,Washington,2020-03-18 2020-03-25,38,40,0,16,0
609,West Virginia,2020-03-18 2020-03-25,0,0,0,90,0
610,Wisconsin,2020-03-18 2020-03-25,0,0,0,42,0
611,Wyoming,2020-03-18 2020-03-25,0,0,0,0,0
612,Alabama,2020-03-25 2020-04-01,53,0,0,15,0
613,Alaska,2020-03-25 2020-04-01,0,0,0,0,0
614,Arizona,2020-03-25 2020-04-01,30,0,0,26,0
615,Arkansas,2020-03-25 2020-04-01,0,0,0,0,0
616,California,2020-03-25 2020-04-01,12,28,100,9,14
617,Colorado,2020-03-25 2020-04-01,0,66,0,40,100
618,Connecticut,2020-03-25 2020-04-01,100,0,0,29,73
619,Delaware,2020-03-25 2020-04-01,0,0,0,0,0
620,District of Columbia,2020-03-25 2020-04-01,0,0,0,0,0
621,Florida,2020-03-25 2020-04-01,9,27,0,5,14
622,Georgia,2020-03-25 2020-04-01,18,0,0,8,0
623,Hawaii,2020-03-25 2020-04-01,0,0,0,0,0
624,Idaho,2020-03-25 2020-04-01,0,0,0,0,0
625,Illinois,2020-03-25 2020-04-01,0,29,0,9,0
626,Indiana,2020-03-25 2020-04-01,0,0,0,10,0
627,Iowa,2020-03-25 2020-04-01,0,0,0,22,0
628,Kansas,2020-03-25 2020-04-01,0,0,0,25,0
629,Kentucky,2020-03-25 2020-04-01,55,0,0,32,0
630,Louisiana,2020-03-25 2020-04-01,0,0,0,17,0
631,Maine,2020-03-25 2020-04-01,0,0,0,47,0
632,Maryland,2020-03-25 2020-04-01,31,0,0,9,45
633,Massachusetts,2020-03-25 2020-04-01,0,100,0,8,0
634,Michigan,2020-03-25 2020-04-01,0,0,0,18,0
635,Minnesota,2020-03-25 2020-04-01,0,0,0,10,0
636,Mississippi,2020-03-25 2020-04-01,0,0,0,30,0
637,Missouri,2020-03-25 2020-04-01,37,0,0,11,0
638,Montana,2020-03-25 2020-04-01,0,0,0,0,0
639,Nebraska,2020-03-25 2020-04-01,0,0,0,0,0
640,Nevada,2020-03-25 2020-04-01,0,0,0,41,0
641,New Hampshire,2020-03-25 2020-04-01,0,0,0,0,0
642,New Jersey,2020-03-25 2020-04-01,19,37,0,17,0
643,New Mexico,2020-03-25 2020-04-01,0,0,0,0,0
644,New York,2020-03-25 2020-04-01,9,27,0,17,27
645,North Carolina,2020-03-25 2020-04-01,19,0,0,6,28
646,North Dakota,2020-03-25 2020-04-01,0,0,0,0,0
647,Ohio,2020-03-25 2020-04-01,36,34,0,8,0
648,Oklahoma,2020-03-25 2020-04-01,0,0,0,20,0
649,Oregon,2020-03-25 2020-04-01,0,0,0,22,0
650,Pennsylvania,2020-03-25 2020-04-01,16,0,0,7,23
651,Rhode Island,2020-03-25 2020-04-01,0,0,0,75,0
652,South Carolina,2020-03-25 2020-04-01,69,0,0,13,0
653,South Dakota,2020-03-25 2020-04-01,0,0,0,0,0
654,Tennessee,2020-03-25 2020-04-01,0,0,0,0,49
655,Texas,2020-03-25 2020-04-01,17,0,0,12,10
656,Utah,2020-03-25 2020-04-01,0,0,0,18,0
657,Vermont,2020-03-25 2020-04-01,0,0,0,100,0
658,Virginia,2020-03-25 2020-04-01,43,0,0,12,32
659,Washington,2020-03-25 2020-04-01,53,51,0,12,58
660,West Virginia,2020-03-25 2020-04-01,0,0,0,0,0
661,Wisconsin,2020-03-25 2020-04-01,37,0,0,21,53
662,Wyoming,2020-03-25 2020-04-01,0,0,0,0,0
663,Alabama,2020-04-01 2020-04-08,0,0,0,31,0
664,Alaska,2020-04-01 2020-04-08,0,0,0,0,0
665,Arizona,2020-04-01 2020-04-08,34,0,0,27,43
666,Arkansas,2020-04-01 2020-04-08,0,0,0,0,0
667,California,2020-04-01 2020-04-08,11,13,100,10,7
668,Colorado,2020-04-01 2020-04-08,0,0,0,20,97
669,Connecticut,2020-04-01 2020-04-08,0,0,0,0,73
670,Delaware,2020-04-01 2020-04-08,0,0,0,0,0
671,District of Columbia,2020-04-01 2020-04-08,0,0,0,0,0
672,Florida,2020-04-01 2020-04-08,16,25,0,28,0
673,Georgia,2020-04-01 2020-04-08,20,99,0,33,27
674,Hawaii,2020-04-01 2020-04-08,0,0,0,0,0
675,Idaho,2020-04-01 2020-04-08,0,0,0,0,0
676,Illinois,2020-04-01 2020-04-08,34,41,0,13,22
677,Indiana,2020-04-01 2020-04-08,0,99,0,22,0
678,Iowa,2020-04-01 2020-04-08,0,0,0,0,0
679,Kansas,2020-04-01 2020-04-08,0,0,0,100,0
680,Kentucky,2020-04-01 2020-04-08,0,0,0,0,0
681,Louisiana,2020-04-01 2020-04-08,0,0,0,35,0
682,Maine,2020-04-01 2020-04-08,0,0,0,0,0
683,Maryland,2020-04-01 2020-04-08,0,0,0,18,44
684,Massachusetts,2020-04-01 2020-04-08,29,70,0,15,0
685,Michigan,2020-04-01 2020-04-08,0,60,0,0,32
686,Minnesota,2020-04-01 2020-04-08,40,0,0,21,0
687,Mississippi,2020-04-01 2020-04-08,0,0,0,0,0
688,Missouri,2020-04-01 2020-04-08,83,100,0,33,53
689,Montana,2020-04-01 2020-04-08,0,0,0,0,0
690,Nebraska,2020-04-01 2020-04-08,0,0,0,100,0
691,Nevada,2020-04-01 2020-04-08,0,0,0,0,100
692,New Hampshire,2020-04-01 2020-04-08,0,0,0,0,0
693,New Jersey,2020-04-01 2020-04-08,0,53,0,18,43
694,New Mexico,2020-04-01 2020-04-08,0,0,0,70,0
695,New York,2020-04-01 2020-04-08,10,24,0,18,19
696,North Carolina,2020-04-01 2020-04-08,0,0,0,12,0
697,North Dakota,2020-04-01 2020-04-08,0,0,0,0,0
698,Ohio,2020-04-01 2020-04-08,0,0,0,20,25
699,Oklahoma,2020-04-01 2020-04-08,0,0,0,0,0
700,Oregon,2020-04-01 2020-04-08,0,0,0,0,72
701,Pennsylvania,2020-04-01 2020-04-08,18,0,0,10,58
702,Rhode Island,2020-04-01 2020-04-08,0,0,0,0,0
703,South Carolina,2020-04-01 2020-04-08,53,0,0,56,0
704,South Dakota,2020-04-01 2020-04-08,0,0,0,0,0
705,Tennessee,2020-04-01 2020-04-08,75,0,0,0,0
706,Texas,2020-04-01 2020-04-08,19,0,0,12,30
707,Utah,2020-04-01 2020-04-08,0,0,0,0,0
708,Vermont,2020-04-01 2020-04-08,0,0,0,0,0
709,Virginia,2020-04-01 2020-04-08,100,60,0,26,32
710,Washington,2020-04-01 2020-04-08,61,0,0,24,0
711,West Virginia,2020-04-01 2020-04-08,0,0,0,0,0
712,Wisconsin,2020-04-01 2020-04-08,0,0,0,22,53
713,Wyoming,2020-04-01 2020-04-08,0,0,0,0,0
714,Alabama,2020-04-08 2020-04-15,0,0,0,29,0
715,Alaska,2020-04-08 2020-04-15,0,0,0,0,0
716,Arizona,2020-04-08 2020-04-15,0,0,0,0,63
717,Arkansas,2020-04-08 2020-04-15,0,0,0,0,0
718,California,2020-04-08 2020-04-15,10,0,0,15,5
719,Colorado,2020-04-08 2020-04-15,0,0,0,38,0
720,Connecticut,2020-04-08 2020-04-15,0,0,0,29,53
721,Delaware,2020-04-08 2020-04-15,0,0,0,0,0
722,District of Columbia,2020-04-08 2020-04-15,0,0,0,0,0
723,Florida,2020-04-08 2020-04-15,20,36,0,11,20
724,Georgia,2020-04-08 2020-04-15,0,0,0,21,0
725,Hawaii,2020-04-08 2020-04-15,0,0,0,95,0
726,Idaho,2020-04-08 2020-04-15,0,0,0,0,0
727,Illinois,2020-04-08 2020-04-15,0,0,0,8,16
728,Indiana,2020-04-08 2020-04-15,0,0,0,0,37
729,Iowa,2020-04-08 2020-04-15,0,0,0,0,0
730,Kansas,2020-04-08 2020-04-15,0,0,0,0,0
731,Kentucky,2020-04-08 2020-04-15,0,0,0,0,0
732,Louisiana,2020-04-08 2020-04-15,0,0,0,0,0
733,Maine,2020-04-08 2020-04-15,0,0,0,0,0
734,Maryland,2020-04-08 2020-04-15,64,0,0,17,0
735,Massachusetts,2020-04-08 2020-04-15,0,100,0,22,0
736,Michigan,2020-04-08 2020-04-15,44,0,0,12,22
737,Minnesota,2020-04-08 2020-04-15,0,0,0,0,0
738,Mississippi,2020-04-08 2020-04-15,0,0,0,59,0
739,Missouri,2020-04-08 2020-04-15,76,0,0,21,0
740,Montana,2020-04-08 2020-04-15,0,0,0,0,0
741,Nebraska,2020-04-08 2020-04-15,0,0,0,0,0
742,Nevada,2020-04-08 2020-04-15,0,0,0,0,0
743,New Hampshire,2020-04-08 2020-04-15,0,0,0,0,0
744,New Jersey,2020-04-08 2020-04-15,0,0,0,11,0
745,New Mexico,2020-04-08 2020-04-15,0,0,0,0,0
746,New York,2020-04-08 2020-04-15,0,35,0,10,10
747,North Carolina,2020-04-08 2020-04-15,0,0,0,22,0
748,North Dakota,2020-04-08 2020-04-15,0,0,0,0,0
749,Ohio,2020-04-08 2020-04-15,0,0,0,10,18
750,Oklahoma,2020-04-08 2020-04-15,0,0,0,37,0
751,Oregon,2020-04-08 2020-04-15,0,0,0,58,53
752,Pennsylvania,2020-04-08 2020-04-15,0,0,0,18,17
753,Rhode Island,2020-04-08 2020-04-15,0,0,0,100,0
754,South Carolina,2020-04-08 2020-04-15,100,0,0,27,100
755,South Dakota,2020-04-08 2020-04-15,0,0,0,0,0
756,Tennessee,2020-04-08 2020-04-15,0,0,0,0,0
757,Texas,2020-04-08 2020-04-15,0,0,0,10,11
758,Utah,2020-04-08 2020-04-15,0,0,0,38,69
759,Vermont,2020-04-08 2020-04-15,0,0,0,0,0
760,Virginia,2020-04-08 2020-04-15,47,0,0,38,23
761,Washington,2020-04-08 2020-04-15,58,0,0,23,57
762,West Virginia,2020-04-08 2020-04-15,0,0,0,0,0
763,Wisconsin,2020-04-08 2020-04-15,0,0,0,20,0
764,Wyoming,2020-04-08 2020-04-15,0,0,0,0,0
765,Alabama,2020-04-15 2020-04-22,0,0,0,0,0
766,Alaska,2020-04-15 2020-04-22,0,0,0,0,0
767,Arizona,2020-04-15 2020-04-22,0,0,0,0,0
768,Arkansas,2020-04-15 2020-04-22,0,0,0,0,0
769,California,2020-04-15 2020-04-22,0,27,0,11,9
770,Colorado,2020-04-15 2020-04-22,0,0,0,19,0
771,Connecticut,2020-04-15 2020-04-22,0,0,0,0,0
772,Delaware,2020-04-15 2020-04-22,0,0,0,0,0
773,District of Columbia,2020-04-15 2020-04-22,0,0,0,0,0
774,Florida,2020-04-15 2020-04-22,0,0,0,5,17
775,Georgia,2020-04-15 2020-04-22,0,0,0,10,0
776,Hawaii,2020-04-15 2020-04-22,0,0,0,0,0
777,Idaho,2020-04-15 2020-04-22,0,0,0,77,0
778,Illinois,2020-04-15 2020-04-22,0,0,0,0,55
779,Indiana,2020-04-15 2020-04-22,65,0,0,0,65
780,Iowa,2020-04-15 2020-04-22,0,0,0,0,0
781,Kansas,2020-04-15 2020-04-22,0,0,0,0,0
782,Kentucky,2020-04-15 2020-04-22,0,0,0,0,98
783,Louisiana,2020-04-15 2020-04-22,0,0,0,0,0
784,Maine,2020-04-15 2020-04-22,0,0,0,0,0
785,Maryland,2020-04-15 2020-04-22,0,0,0,17,0
786,Massachusetts,2020-04-15 2020-04-22,0,96,0,44,0
787,Michigan,2020-04-15 2020-04-22,0,0,0,0,0
788,Minnesota,2020-04-15 2020-04-22,0,0,0,20,0
789,Mississippi,2020-04-15 2020-04-22,0,0,0,0,0
790,Missouri,2020-04-15 2020-04-22,0,0,0,0,0
791,Montana,2020-04-15 2020-04-22,0,0,0,0,0
792,Nebraska,2020-04-15 2020-04-22,0,0,0,0,0
793,Nevada,2020-04-15 2020-04-22,0,0,0,0,0
794,New Hampshire,2020-04-15 2020-04-22,0,0,0,0,0
795,New Jersey,2020-04-15 2020-04-22,36,0,0,11,0
796,New Mexico,2020-04-15 2020-04-22,0,0,0,0,0
797,New York,2020-04-15 2020-04-22,33,33,0,13,17
798,North Carolina,2020-04-15 2020-04-22,0,0,0,11,0
799,North Dakota,2020-04-15 2020-04-22,0,0,0,0,0
800,Ohio,2020-04-15 2020-04-22,32,0,0,10,63
801,Oklahoma,2020-04-15 2020-04-22,0,0,0,0,0
802,Oregon,2020-04-15 2020-04-22,0,0,0,0,92
803,Pennsylvania,2020-04-15 2020-04-22,43,0,0,26,0
804,Rhode Island,2020-04-15 2020-04-22,0,0,0,100,0
805,South Carolina,2020-04-15 2020-04-22,0,0,0,0,0
806,South Dakota,2020-04-15 2020-04-22,0,0,0,0,0
807,Tennessee,2020-04-15 2020-04-22,0,0,0,19,0
808,Texas,2020-04-15 2020-04-22,0,26,0,4,0
809,Utah,2020-04-15 2020-04-22,0,0,0,0,0
810,Vermont,2020-04-15 2020-04-22,0,0,0,0,0
811,Virginia,2020-04-15 2020-04-22,0,0,0,12,0
812,Washington,2020-04-15 2020-04-22,100,100,0,30,100
813,West Virginia,2020-04-15 2020-04-22,0,0,0,0,0
814,Wisconsin,2020-04-15 2020-04-22,67,0,0,41,0
815,Wyoming,2020-04-15 2020-04-22,0,0,0,0,0
816,Alabama,2020-04-22 2020-04-28,0,0,0,0,0
817,Alaska,2020-04-22 2020-04-28,0,0,0,0,0
818,Arizona,2020-04-22 2020-04-28,0,0,0,0,45
819,Arkansas,2020-04-22 2020-04-28,0,0,0,0,0
820,California,2020-04-22 2020-04-28,0,0,0,19,0
821,Colorado,2020-04-22 2020-04-28,0,0,0,0,0
822,Connecticut,2020-04-22 2020-04-28,0,0,0,0,0
823,Delaware,2020-04-22 2020-04-28,0,0,0,0,0
824,District of Columbia,2020-04-22 2020-04-28,0,0,0,0,0
825,Florida,2020-04-22 2020-04-28,17,36,0,12,0
826,Georgia,2020-04-22 2020-04-28,0,0,0,25,0
827,Hawaii,2020-04-22 2020-04-28,0,0,0,0,0
828,Idaho,2020-04-22 2020-04-28,0,0,0,0,0
829,Illinois,2020-04-22 2020-04-28,0,0,0,0,0
830,Indiana,2020-04-22 2020-04-28,0,0,0,0,0
831,Iowa,2020-04-22 2020-04-28,0,0,0,100,0
832,Kansas,2020-04-22 2020-04-28,0,0,0,0,0
833,Kentucky,2020-04-22 2020-04-28,0,0,0,0,0
834,Louisiana,2020-04-22 2020-04-28,100,0,0,74,0
835,Maine,2020-04-22 2020-04-28,0,0,0,0,0
836,Maryland,2020-04-22 2020-04-28,0,0,0,0,0
837,Massachusetts,2020-04-22 2020-04-28,0,100,0,35,0
838,Michigan,2020-04-22 2020-04-28,0,0,0,0,0
839,Minnesota,2020-04-22 2020-04-28,0,0,0,0,0
840,Mississippi,2020-04-22 2020-04-28,0,0,0,0,0
841,Missouri,2020-04-22 2020-04-28,0,0,0,0,0
842,Montana,2020-04-22 2020-04-28,0,0,0,0,0
843,Nebraska,2020-04-22 2020-04-28,0,0,0,0,0
844,Nevada,2020-04-22 2020-04-28,0,0,0,0,0
845,New Hampshire,2020-04-22 2020-04-28,0,0,0,0,0
846,New Jersey,2020-04-22 2020-04-28,34,0,0,0,0
847,New Mexico,2020-04-22 2020-04-28,0,0,0,0,0
848,New York,2020-04-22 2020-04-28,0,0,0,12,14
849,North Carolina,2020-04-22 2020-04-28,0,0,0,23,0
850,North Dakota,2020-04-22 2020-04-28,0,0,0,0,0
851,Ohio,2020-04-22 2020-04-28,0,0,0,0,25
852,Oklahoma,2020-04-22 2020-04-28,0,0,0,89,100
853,Oregon,2020-04-22 2020-04-28,0,0,0,0,0
854,Pennsylvania,2020-04-22 2020-04-28,0,0,0,0,24
855,Rhode Island,2020-04-22 2020-04-28,0,0,0,0,0
856,South Carolina,2020-04-22 2020-04-28,0,0,0,0,0
857,South Dakota,2020-04-22 2020-04-28,0,0,0,0,0
858,Tennessee,2020-04-22 2020-04-28,0,0,0,0,50
859,Texas,2020-04-22 2020-04-28,12,0,0,9,11
860,Utah,2020-04-22 2020-04-28,0,0,0,0,0
861,Vermont,2020-04-22 2020-04-28,0,0,0,0,0
862,Virginia,2020-04-22 2020-04-28,0,0,0,29,0
863,Washington,2020-04-22 2020-04-28,0,0,0,0,79
864,West Virginia,2020-04-22 2020-04-28,0,0,0,0,0
865,Wisconsin,2020-04-22 2020-04-28,0,0,0,0,0
866,Wyoming,2020-04-22 2020-04-28,0,0,0,0,0
