week,State,5g network,5g coronavirus,5g is coronavirus,5g coronavirus conspiracy,5g network radiation,5g towers near me,side effects of 5g network,5g network dangerous
2020-02-19 2020-02-26,Nevada,30,18,0,0,0,0,0,0
2020-02-19 2020-02-26,New Hampshire,0,0,0,0,0,0,0,0
2020-02-19 2020-02-26,New Jersey,9,0,0,0,0,0,0,0
2020-02-19 2020-02-26,New Mexico,100,30,0,0,0,0,0,0
2020-02-19 2020-02-26,New York,7,8,5,0,0,9,0,0
2020-02-19 2020-02-26,North Carolina,10,5,0,0,0,0,0,0
2020-02-19 2020-02-26,North Dakota,0,0,0,0,0,0,0,0
2020-02-19 2020-02-26,Ohio,15,4,0,0,0,17,0,0
2020-02-19 2020-02-26,Oklahoma,43,0,0,0,0,0,0,0
2020-02-19 2020-02-26,Oregon,23,0,0,0,0,0,0,0
2020-02-19 2020-02-26,Pennsylvania,14,4,0,0,0,0,0,0
2020-02-19 2020-02-26,Rhode Island,0,0,0,0,0,0,0,0
2020-02-19 2020-02-26,South Carolina,10,0,0,0,0,0,0,0
2020-02-19 2020-02-26,South Dakota,0,0,0,0,0,0,0,0
2020-02-19 2020-02-26,Tennessee,11,17,0,56,0,0,0,0
2020-02-19 2020-02-26,Texas,8,4,0,0,0,0,0,100
2020-02-19 2020-02-26,Utah,22,0,0,0,0,0,0,0
2020-02-19 2020-02-26,Vermont,0,100,0,0,0,0,0,0
2020-02-19 2020-02-26,Virginia,17,12,0,0,0,0,0,0
2020-02-19 2020-02-26,Washington,12,7,0,0,0,0,0,0
2020-02-19 2020-02-26,West Virginia,35,0,100,0,0,0,0,0
2020-02-19 2020-02-26,Wisconsin,16,0,0,0,0,37,0,0
2020-02-19 2020-02-26,Wyoming,0,0,0,0,0,0,0,0
2020-02-26 2020-03-04,Alabama,12,11,0,0,0,32,0,0
2020-02-26 2020-03-04,Alaska,100,0,0,0,0,0,0,0
2020-02-26 2020-03-04,Arizona,15,20,0,0,0,0,0,0
2020-02-26 2020-03-04,Arkansas,0,19,0,0,0,0,0,0
2020-02-26 2020-03-04,California,9,14,6,0,0,3,0,0
2020-02-26 2020-03-04,Colorado,8,7,0,19,0,0,0,0
2020-02-26 2020-03-04,Connecticut,13,23,0,30,0,0,0,0
2020-02-26 2020-03-04,Delaware,58,0,0,0,0,0,0,0
2020-02-26 2020-03-04,District of Columbia,40,0,0,0,0,0,0,0
2020-02-26 2020-03-04,Florida,17,11,0,0,0,6,0,0
2020-02-26 2020-03-04,Georgia,5,8,0,0,0,0,0,0
2020-02-26 2020-03-04,Hawaii,0,0,0,0,0,0,0,0
2020-02-26 2020-03-04,Idaho,0,31,0,0,0,0,0,0
2020-02-26 2020-03-04,Illinois,13,3,0,0,0,9,0,0
2020-02-26 2020-03-04,Indiana,13,15,0,0,0,0,0,0
2020-02-26 2020-03-04,Iowa,19,42,0,0,0,0,0,0
2020-02-26 2020-03-04,Kansas,42,55,0,0,0,0,0,0
2020-02-26 2020-03-04,Kentucky,16,9,17,0,0,0,0,0
2020-02-26 2020-03-04,Louisiana,0,12,0,0,0,0,0,0
2020-02-26 2020-03-04,Maine,0,38,0,100,0,0,0,0
2020-02-26 2020-03-04,Maryland,15,7,12,0,0,0,0,0
2020-02-26 2020-03-04,Massachusetts,13,11,0,30,0,0,0,0
2020-02-26 2020-03-04,Michigan,6,5,9,13,0,0,0,0
2020-02-26 2020-03-04,Minnesota,9,8,15,21,0,0,0,0
2020-02-26 2020-03-04,Mississippi,0,0,0,0,0,0,0,0
2020-02-26 2020-03-04,Missouri,14,8,15,0,0,0,0,0
2020-02-26 2020-03-04,Montana,0,55,100,0,0,0,0,0
2020-02-26 2020-03-04,Nebraska,53,0,0,0,0,68,0,0
2020-02-26 2020-03-04,Nevada,0,0,0,0,0,0,0,0
2020-02-26 2020-03-04,New Hampshire,0,0,0,0,0,0,0,0
2020-02-26 2020-03-04,New Jersey,16,9,0,0,0,0,0,0
2020-02-26 2020-03-04,New Mexico,57,25,0,0,0,0,0,0
2020-02-26 2020-03-04,New York,8,9,3,5,0,0,0,0
2020-02-26 2020-03-04,North Carolina,7,4,0,0,0,0,0,0
2020-02-26 2020-03-04,North Dakota,0,0,0,0,0,0,0,0
2020-02-26 2020-03-04,Ohio,12,9,0,0,0,0,0,0
2020-02-26 2020-03-04,Oklahoma,16,0,0,0,0,42,0,0
2020-02-26 2020-03-04,Oregon,13,11,0,0,0,0,0,0
2020-02-26 2020-03-04,Pennsylvania,24,14,6,0,0,0,0,0
2020-02-26 2020-03-04,Rhode Island,0,0,0,0,0,0,0,0
2020-02-26 2020-03-04,South Carolina,17,0,0,0,0,0,0,0
2020-02-26 2020-03-04,South Dakota,0,66,0,0,0,0,0,0
2020-02-26 2020-03-04,Tennessee,8,7,13,0,0,0,0,0
2020-02-26 2020-03-04,Texas,11,7,3,4,0,4,0,100
2020-02-26 2020-03-04,Utah,33,21,26,0,0,0,0,0
2020-02-26 2020-03-04,Vermont,0,0,0,0,0,0,0,0
2020-02-26 2020-03-04,Virginia,8,5,0,0,0,0,0,0
2020-02-26 2020-03-04,Washington,7,20,0,0,0,0,0,0
2020-02-26 2020-03-04,West Virginia,0,69,63,0,0,100,0,0
2020-02-26 2020-03-04,Wisconsin,19,12,0,0,0,0,0,0
2020-02-26 2020-03-04,Wyoming,0,100,0,0,0,0,0,0
2020-03-04 2020-03-11,Alabama,16,13,37,0,0,0,0,0
2020-03-04 2020-03-11,Alaska,0,0,0,0,0,0,0,0
2020-03-04 2020-03-11,Arizona,10,5,22,82,0,0,0,0
2020-03-04 2020-03-11,Arkansas,28,10,0,0,0,0,0,0
2020-03-04 2020-03-11,California,14,7,7,26,0,10,0,56
2020-03-04 2020-03-11,Colorado,16,7,0,0,0,30,0,0
2020-03-04 2020-03-11,Connecticut,34,8,39,0,0,0,0,0
2020-03-04 2020-03-11,Delaware,0,25,0,0,0,0,0,0
2020-03-04 2020-03-11,District of Columbia,51,17,0,0,0,0,0,0
2020-03-04 2020-03-11,Florida,20,7,13,0,100,12,0,0
2020-03-04 2020-03-11,Georgia,8,9,0,0,0,0,0,0
2020-03-04 2020-03-11,Hawaii,51,0,0,0,0,0,0,0
2020-03-04 2020-03-11,Idaho,0,0,0,0,0,0,0,0
2020-03-04 2020-03-11,Illinois,9,3,11,0,0,0,0,0
2020-03-04 2020-03-11,Indiana,23,8,0,0,0,0,0,0
2020-03-04 2020-03-11,Iowa,49,24,0,0,0,66,0,0
2020-03-04 2020-03-11,Kansas,28,9,0,0,0,0,0,0
2020-03-04 2020-03-11,Kentucky,17,11,0,0,0,0,0,0
2020-03-04 2020-03-11,Louisiana,17,6,81,0,0,48,0,0
2020-03-04 2020-03-11,Maine,56,19,0,0,0,0,0,0
2020-03-04 2020-03-11,Maryland,0,10,0,0,0,0,0,0
2020-03-04 2020-03-11,Massachusetts,8,6,0,0,0,0,0,0
2020-03-04 2020-03-11,Michigan,36,7,0,61,0,20,0,0
2020-03-04 2020-03-11,Minnesota,0,16,28,0,0,33,0,0
2020-03-04 2020-03-11,Mississippi,34,11,0,0,0,0,0,0
2020-03-04 2020-03-11,Missouri,12,8,0,0,0,32,0,0
2020-03-04 2020-03-11,Montana,81,0,0,0,0,0,0,0
2020-03-04 2020-03-11,Nebraska,0,0,0,0,0,96,0,0
2020-03-04 2020-03-11,Nevada,0,11,100,0,0,0,0,0
2020-03-04 2020-03-11,New Hampshire,0,0,0,0,0,0,0,0
2020-03-04 2020-03-11,New Jersey,20,7,16,0,0,0,0,0
2020-03-04 2020-03-11,New Mexico,36,12,0,0,0,100,0,0
2020-03-04 2020-03-11,New York,16,7,31,0,0,7,0,100
2020-03-04 2020-03-11,North Carolina,6,4,14,0,0,0,0,0
2020-03-04 2020-03-11,North Dakota,0,0,0,0,0,0,0,0
2020-03-04 2020-03-11,Ohio,27,7,25,0,0,0,0,0
2020-03-04 2020-03-11,Oklahoma,21,7,0,0,0,0,0,0
2020-03-04 2020-03-11,Oregon,16,5,0,0,0,0,0,0
2020-03-04 2020-03-11,Pennsylvania,18,7,12,88,0,0,0,0
2020-03-04 2020-03-11,Rhode Island,0,19,0,0,0,0,0,0
2020-03-04 2020-03-11,South Carolina,22,5,0,0,0,0,0,0
2020-03-04 2020-03-11,South Dakota,100,0,0,0,0,0,0,0
2020-03-04 2020-03-11,Tennessee,16,7,0,0,0,28,0,0
2020-03-04 2020-03-11,Texas,14,4,10,0,79,12,0,83
2020-03-04 2020-03-11,Utah,0,14,0,0,0,0,0,0
2020-03-04 2020-03-11,Vermont,0,0,0,0,0,0,0,0
2020-03-04 2020-03-11,Virginia,25,5,0,0,0,0,0,0
2020-03-04 2020-03-11,Washington,8,10,0,71,0,0,0,0
2020-03-04 2020-03-11,West Virginia,0,0,0,0,0,0,0,0
2020-03-04 2020-03-11,Wisconsin,24,8,27,100,0,0,0,0
2020-03-04 2020-03-11,Wyoming,0,100,0,0,0,0,0,0
2020-03-11 2020-03-18,Alabama,44,25,0,0,0,46,0,0
2020-03-11 2020-03-18,Alaska,0,83,0,0,0,0,0,0
2020-03-11 2020-03-18,Arizona,34,33,19,17,0,0,0,57
2020-03-11 2020-03-18,Arkansas,49,24,0,0,0,0,0,0
2020-03-11 2020-03-18,California,31,24,9,5,13,13,0,9
2020-03-11 2020-03-18,Colorado,57,39,11,19,0,60,0,0
2020-03-11 2020-03-18,Connecticut,61,25,17,0,0,0,0,100
2020-03-11 2020-03-18,Delaware,0,96,0,0,0,0,0,0
2020-03-11 2020-03-18,District of Columbia,100,0,0,0,0,0,0,0
2020-03-11 2020-03-18,Florida,39,28,13,0,25,12,0,17
2020-03-11 2020-03-18,Georgia,30,37,14,0,0,16,0,0
2020-03-11 2020-03-18,Hawaii,90,44,51,0,0,0,0,0
2020-03-11 2020-03-18,Idaho,0,75,0,80,0,0,0,0
2020-03-11 2020-03-18,Illinois,41,37,11,12,0,13,0,0
2020-03-11 2020-03-18,Indiana,20,29,11,0,0,32,0,0
2020-03-11 2020-03-18,Iowa,0,33,25,0,0,0,0,0
2020-03-11 2020-03-18,Kansas,100,48,0,51,0,0,0,0
2020-03-11 2020-03-18,Kentucky,31,18,17,0,0,48,0,0
2020-03-11 2020-03-18,Louisiana,32,19,0,32,0,0,0,0
2020-03-11 2020-03-18,Maine,0,24,0,100,0,0,0,0
2020-03-11 2020-03-18,Maryland,35,19,15,18,0,28,0,0
2020-03-11 2020-03-18,Massachusetts,44,14,17,0,0,0,0,0
2020-03-11 2020-03-18,Michigan,19,44,28,13,0,98,0,0
2020-03-11 2020-03-18,Minnesota,42,23,23,21,100,0,0,0
2020-03-11 2020-03-18,Mississippi,0,22,0,0,0,0,0,0
2020-03-11 2020-03-18,Missouri,42,28,23,21,0,0,0,0
2020-03-11 2020-03-18,Montana,0,33,77,0,0,0,0,0
2020-03-11 2020-03-18,Nebraska,64,31,0,0,0,100,0,0
2020-03-11 2020-03-18,Nevada,76,37,43,0,0,0,0,0
2020-03-11 2020-03-18,New Hampshire,89,43,100,0,0,0,0,0
2020-03-11 2020-03-18,New Jersey,52,32,13,0,0,18,0,0
2020-03-11 2020-03-18,New Mexico,0,77,35,0,0,0,0,0
2020-03-11 2020-03-18,New York,39,23,9,5,23,8,0,16
2020-03-11 2020-03-18,North Carolina,33,30,12,11,0,18,0,0
2020-03-11 2020-03-18,North Dakota,0,45,0,0,0,0,0,0
2020-03-11 2020-03-18,Ohio,66,35,11,0,0,0,0,0
2020-03-11 2020-03-18,Oklahoma,38,46,0,0,0,60,0,0
2020-03-11 2020-03-18,Oregon,56,20,0,0,0,44,0,0
2020-03-11 2020-03-18,Pennsylvania,38,30,5,19,0,15,0,0
2020-03-11 2020-03-18,Rhode Island,0,25,0,0,0,0,0,0
2020-03-11 2020-03-18,South Carolina,54,35,74,27,0,0,0,0
2020-03-11 2020-03-18,South Dakota,0,86,100,0,0,0,0,0
2020-03-11 2020-03-18,Tennessee,19,38,10,19,0,0,0,0
2020-03-11 2020-03-18,Texas,43,22,16,8,0,10,0,0
2020-03-11 2020-03-18,Utah,36,13,0,0,0,0,0,0
2020-03-11 2020-03-18,Vermont,0,100,0,0,0,0,0,0
2020-03-11 2020-03-18,Virginia,38,21,28,0,0,20,0,0
2020-03-11 2020-03-18,Washington,30,34,8,15,0,0,0,0
2020-03-11 2020-03-18,West Virginia,0,0,0,0,0,0,0,0
2020-03-11 2020-03-18,Wisconsin,63,28,24,21,0,66,0,0
2020-03-11 2020-03-18,Wyoming,0,63,0,0,0,0,0,0
2020-03-18 2020-03-25,Alabama,20,17,25,34,0,61,0,0
2020-03-18 2020-03-25,Alaska,100,0,0,0,0,0,0,0
2020-03-18 2020-03-25,Arizona,16,13,14,20,0,35,0,0
2020-03-18 2020-03-25,Arkansas,23,10,43,0,0,0,0,0
2020-03-18 2020-03-25,California,19,23,10,5,14,14,0,0
2020-03-18 2020-03-25,Colorado,18,11,0,22,0,0,0,0
2020-03-18 2020-03-25,Connecticut,13,14,49,100,0,0,0,0
2020-03-18 2020-03-25,Delaware,0,25,0,0,0,0,0,0
2020-03-18 2020-03-25,District of Columbia,54,0,100,0,0,0,0,0
2020-03-18 2020-03-25,Florida,18,24,14,9,53,11,0,0
2020-03-18 2020-03-25,Georgia,16,18,8,0,0,20,0,0
2020-03-18 2020-03-25,Hawaii,42,63,0,0,0,0,0,100
2020-03-18 2020-03-25,Idaho,0,15,66,0,0,0,0,0
2020-03-18 2020-03-25,Illinois,32,24,21,10,0,17,0,0
2020-03-18 2020-03-25,Indiana,18,23,17,23,0,0,0,0
2020-03-18 2020-03-25,Iowa,20,26,38,0,0,90,0,0
2020-03-18 2020-03-25,Kansas,22,19,0,0,0,100,0,0
2020-03-18 2020-03-25,Kentucky,28,12,0,0,0,0,0,0
2020-03-18 2020-03-25,Louisiana,0,25,27,54,0,64,0,0
2020-03-18 2020-03-25,Maine,43,37,0,0,0,0,0,0
2020-03-18 2020-03-25,Maryland,24,29,15,20,0,0,0,0
2020-03-18 2020-03-25,Massachusetts,14,20,19,17,0,0,0,0
2020-03-18 2020-03-25,Michigan,13,35,15,13,0,24,0,0
2020-03-18 2020-03-25,Minnesota,19,16,17,24,100,41,0,0
2020-03-18 2020-03-25,Mississippi,26,0,0,0,0,0,0,0
2020-03-18 2020-03-25,Missouri,47,34,35,24,0,0,0,0
2020-03-18 2020-03-25,Montana,62,26,0,0,0,0,0,0
2020-03-18 2020-03-25,Nebraska,29,18,53,0,0,0,0,0
2020-03-18 2020-03-25,Nevada,27,31,34,45,0,0,0,43
2020-03-18 2020-03-25,New Hampshire,0,16,0,0,0,0,0,0
2020-03-18 2020-03-25,New Jersey,18,11,19,13,0,22,0,0
2020-03-18 2020-03-25,New Mexico,29,44,55,0,0,0,0,0
2020-03-18 2020-03-25,New York,13,23,24,0,25,10,0,0
2020-03-18 2020-03-25,North Carolina,32,22,9,13,0,33,0,0
2020-03-18 2020-03-25,North Dakota,81,35,0,0,0,0,0,0
2020-03-18 2020-03-25,Ohio,25,19,25,0,0,20,0,0
2020-03-18 2020-03-25,Oklahoma,18,15,0,0,0,0,0,0
2020-03-18 2020-03-25,Oregon,13,22,24,0,0,58,0,0
2020-03-18 2020-03-25,Pennsylvania,13,19,15,11,0,28,0,0
2020-03-18 2020-03-25,Rhode Island,0,0,0,0,0,0,0,0
2020-03-18 2020-03-25,South Carolina,36,18,22,30,0,0,0,0
2020-03-18 2020-03-25,South Dakota,77,33,0,0,0,0,0,0
2020-03-18 2020-03-25,Tennessee,17,27,0,0,0,0,0,0
2020-03-18 2020-03-25,Texas,17,16,17,11,20,0,0,0
2020-03-18 2020-03-25,Utah,32,10,0,0,0,0,0,0
2020-03-18 2020-03-25,Vermont,0,39,0,0,0,0,0,0
2020-03-18 2020-03-25,Virginia,14,10,0,0,0,24,0,0
2020-03-18 2020-03-25,Washington,42,19,13,35,0,31,0,0
2020-03-18 2020-03-25,West Virginia,40,17,0,0,0,0,0,0
2020-03-18 2020-03-25,Wisconsin,19,24,17,0,0,42,0,0
2020-03-18 2020-03-25,Wyoming,0,100,0,0,0,0,0,0
2020-03-25 2020-04-01,Alabama,16,18,35,0,0,24,0,0
2020-03-25 2020-04-01,Alaska,0,100,0,0,0,0,0,0
2020-03-25 2020-04-01,Arizona,36,39,13,0,0,20,0,0
2020-03-25 2020-04-01,Arkansas,18,25,0,56,0,0,0,0
2020-03-25 2020-04-01,California,16,28,18,12,16,15,0,0
2020-03-25 2020-04-01,Colorado,27,23,15,21,0,0,0,0
2020-03-25 2020-04-01,Connecticut,15,20,33,0,0,57,0,0
2020-03-25 2020-04-01,Delaware,44,45,98,0,0,100,0,0
2020-03-25 2020-04-01,District of Columbia,44,60,0,0,0,0,0,0
2020-03-25 2020-04-01,Florida,18,30,25,11,79,21,0,0
2020-03-25 2020-04-01,Georgia,25,36,16,33,0,20,0,39
2020-03-25 2020-04-01,Hawaii,0,68,74,0,0,0,0,0
2020-03-25 2020-04-01,Idaho,0,54,0,0,0,0,0,0
2020-03-25 2020-04-01,Illinois,28,28,43,18,100,13,0,0
2020-03-25 2020-04-01,Indiana,11,39,24,0,0,0,0,0
2020-03-25 2020-04-01,Iowa,0,10,0,0,0,35,0,0
2020-03-25 2020-04-01,Kansas,34,17,0,0,0,77,0,0
2020-03-25 2020-04-01,Kentucky,11,34,24,0,0,25,0,0
2020-03-25 2020-04-01,Louisiana,23,35,51,35,0,0,0,0
2020-03-25 2020-04-01,Maine,32,33,0,100,0,0,0,0
2020-03-25 2020-04-01,Maryland,31,27,14,19,0,14,0,0
2020-03-25 2020-04-01,Massachusetts,26,26,11,0,0,24,0,0
2020-03-25 2020-04-01,Michigan,22,46,18,13,0,32,0,0
2020-03-25 2020-04-01,Minnesota,7,24,16,22,0,32,0,0
2020-03-25 2020-04-01,Mississippi,100,55,45,0,0,69,0,0
2020-03-25 2020-04-01,Missouri,29,37,16,22,0,16,0,79
2020-03-25 2020-04-01,Montana,0,61,100,0,0,0,0,0
2020-03-25 2020-04-01,Nebraska,0,38,49,68,0,0,0,0
2020-03-25 2020-04-01,Nevada,14,57,0,87,0,32,0,0
2020-03-25 2020-04-01,New Hampshire,28,0,0,0,0,0,0,0
2020-03-25 2020-04-01,New Jersey,23,30,17,36,0,0,0,0
2020-03-25 2020-04-01,New Mexico,35,24,0,0,0,52,0,0
2020-03-25 2020-04-01,New York,21,31,12,11,78,23,0,20
2020-03-25 2020-04-01,North Carolina,31,34,34,24,0,9,0,42
2020-03-25 2020-04-01,North Dakota,61,0,0,0,0,0,0,0
2020-03-25 2020-04-01,Ohio,23,37,19,16,0,16,0,0
2020-03-25 2020-04-01,Oklahoma,13,27,30,41,0,0,0,0
2020-03-25 2020-04-01,Oregon,25,34,0,30,0,0,0,0
2020-03-25 2020-04-01,Pennsylvania,16,36,11,29,0,22,0,35
2020-03-25 2020-04-01,Rhode Island,34,23,76,0,0,0,0,0
2020-03-25 2020-04-01,South Carolina,37,31,20,56,0,21,0,100
2020-03-25 2020-04-01,South Dakota,0,0,0,0,0,0,0,0
2020-03-25 2020-04-01,Tennessee,23,34,15,20,0,0,0,0
2020-03-25 2020-04-01,Texas,21,26,14,15,0,20,0,0
2020-03-25 2020-04-01,Utah,12,25,27,38,0,28,0,0
2020-03-25 2020-04-01,Vermont,0,0,0,0,0,0,0,0
2020-03-25 2020-04-01,Virginia,17,18,24,0,0,29,0,0
2020-03-25 2020-04-01,Washington,18,29,47,16,0,12,0,0
2020-03-25 2020-04-01,West Virginia,32,43,0,0,0,0,0,0
2020-03-25 2020-04-01,Wisconsin,14,22,16,67,0,0,0,79
2020-03-25 2020-04-01,Wyoming,0,61,0,0,0,0,0,0
2020-04-01 2020-04-08,Alabama,80,70,45,35,0,54,0,47
2020-04-01 2020-04-08,Alaska,95,55,0,0,0,0,0,0
2020-04-01 2020-04-08,Arizona,73,59,36,33,0,40,0,98
2020-04-01 2020-04-08,Arkansas,46,63,31,60,0,40,0,0
2020-04-01 2020-04-08,California,49,73,30,31,75,36,0,28
2020-04-01 2020-04-08,Colorado,28,51,41,23,0,20,0,22
2020-04-01 2020-04-08,Connecticut,29,38,52,34,0,15,0,11
2020-04-01 2020-04-08,Delaware,86,78,0,0,0,100,0,100
2020-04-01 2020-04-08,District of Columbia,86,89,0,98,0,67,0,99
2020-04-01 2020-04-08,Florida,37,76,51,23,100,36,0,25
2020-04-01 2020-04-08,Georgia,71,95,44,29,79,55,0,45
2020-04-01 2020-04-08,Hawaii,64,100,0,74,0,50,0,37
2020-04-01 2020-04-08,Idaho,34,60,45,0,0,40,0,30
2020-04-01 2020-04-08,Illinois,41,77,36,17,0,36,0,15
2020-04-01 2020-04-08,Indiana,33,75,25,24,0,22,0,33
2020-04-01 2020-04-08,Iowa,10,29,56,36,0,24,0,0
2020-04-01 2020-04-08,Kansas,38,25,29,38,0,0,0,0
2020-04-01 2020-04-08,Kentucky,51,54,19,50,0,0,0,13
2020-04-01 2020-04-08,Louisiana,41,76,40,26,0,44,0,26
2020-04-01 2020-04-08,Maine,21,41,56,73,0,0,0,37
2020-04-01 2020-04-08,Maryland,51,85,53,28,0,51,0,28
2020-04-01 2020-04-08,Massachusetts,33,58,13,17,0,35,0,35
2020-04-01 2020-04-08,Michigan,50,92,46,15,97,61,0,28
2020-04-01 2020-04-08,Minnesota,16,32,24,32,0,0,0,16
2020-04-01 2020-04-08,Mississippi,100,94,89,0,0,47,0,58
2020-04-01 2020-04-08,Missouri,45,51,57,16,0,33,0,12
2020-04-01 2020-04-08,Montana,44,35,79,0,0,0,0,53
2020-04-01 2020-04-08,Nebraska,29,45,0,100,0,0,0,38
2020-04-01 2020-04-08,Nevada,54,92,97,31,0,64,0,64
2020-04-01 2020-04-08,New Hampshire,19,37,50,65,0,0,0,0
2020-04-01 2020-04-08,New Jersey,53,74,17,35,0,36,0,22
2020-04-01 2020-04-08,New Mexico,37,64,80,0,0,35,0,26
2020-04-01 2020-04-08,New York,50,72,27,28,77,23,0,25
2020-04-01 2020-04-08,North Carolina,46,58,23,26,0,20,0,22
2020-04-01 2020-04-08,North Dakota,57,60,0,0,0,0,0,67
2020-04-01 2020-04-08,Ohio,36,71,38,19,0,26,0,25
2020-04-01 2020-04-08,Oklahoma,56,53,46,59,0,40,0,30
2020-04-01 2020-04-08,Oregon,22,65,52,22,0,30,0,22
2020-04-01 2020-04-08,Pennsylvania,46,80,25,29,0,26,0,20
2020-04-01 2020-04-08,Rhode Island,56,79,0,0,0,0,0,40
2020-04-01 2020-04-08,South Carolina,45,64,32,42,0,21,0,32
2020-04-01 2020-04-08,South Dakota,37,44,100,0,0,0,0,66
2020-04-01 2020-04-08,Tennessee,49,69,29,37,0,45,0,30
2020-04-01 2020-04-08,Texas,38,63,35,26,75,38,0,26
2020-04-01 2020-04-08,Utah,17,53,23,29,0,20,0,0
2020-04-01 2020-04-08,Vermont,0,0,0,0,0,0,0,0
2020-04-01 2020-04-08,Virginia,33,72,27,20,0,30,0,15
2020-04-01 2020-04-08,Washington,28,50,18,12,0,8,0,15
2020-04-01 2020-04-08,West Virginia,73,57,56,0,0,0,0,36
2020-04-01 2020-04-08,Wisconsin,16,34,37,32,0,22,0,24
2020-04-01 2020-04-08,Wyoming,57,44,0,0,0,0,0,0
2020-04-08 2020-04-15,Alabama,23,32,20,43,0,48,0,17
2020-04-08 2020-04-15,Alaska,0,83,0,0,0,0,0,0
2020-04-08 2020-04-15,Arizona,47,38,6,25,0,24,0,35
2020-04-08 2020-04-15,Arkansas,16,36,0,38,0,42,0,29
2020-04-08 2020-04-15,California,44,40,7,16,17,47,0,36
2020-04-08 2020-04-15,Colorado,17,36,0,28,0,31,0,22
2020-04-08 2020-04-15,Connecticut,20,29,15,22,0,16,0,17
2020-04-08 2020-04-15,Delaware,76,50,44,0,0,70,0,72
2020-04-08 2020-04-15,District of Columbia,52,38,0,93,0,71,0,37
2020-04-08 2020-04-15,Florida,26,39,9,16,42,40,0,17
2020-04-08 2020-04-15,Georgia,45,36,16,8,40,60,0,28
2020-04-08 2020-04-15,Hawaii,97,57,100,70,0,53,0,55
2020-04-08 2020-04-15,Idaho,47,31,0,0,0,85,0,22
2020-04-08 2020-04-15,Illinois,20,28,7,9,33,33,0,17
2020-04-08 2020-04-15,Indiana,14,32,14,22,0,27,0,29
2020-04-08 2020-04-15,Iowa,18,18,0,0,0,50,0,39
2020-04-08 2020-04-15,Kansas,10,33,49,0,0,26,0,27
2020-04-08 2020-04-15,Kentucky,37,15,10,0,0,33,0,26
2020-04-08 2020-04-15,Louisiana,33,49,0,24,0,100,0,19
2020-04-08 2020-04-15,Maine,28,28,32,0,0,51,0,53
2020-04-08 2020-04-15,Maryland,51,43,15,13,0,43,0,25
2020-04-08 2020-04-15,Massachusetts,37,34,13,21,0,12,0,34
2020-04-08 2020-04-15,Michigan,32,42,16,26,0,49,0,17
2020-04-08 2020-04-15,Minnesota,14,12,0,0,0,17,0,17
2020-04-08 2020-04-15,Mississippi,24,47,0,44,0,81,0,68
2020-04-08 2020-04-15,Missouri,35,29,7,30,0,34,0,35
2020-04-08 2020-04-15,Montana,27,0,47,100,0,75,0,0
2020-04-08 2020-04-15,Nebraska,19,13,0,0,0,0,0,0
2020-04-08 2020-04-15,Nevada,37,41,28,29,0,89,0,12
2020-04-08 2020-04-15,New Hampshire,25,24,0,0,0,45,0,23
2020-04-08 2020-04-15,New Jersey,33,29,4,13,0,48,0,25
2020-04-08 2020-04-15,New Mexico,33,39,23,48,0,0,0,19
2020-04-08 2020-04-15,New York,39,31,5,11,100,24,0,30
2020-04-08 2020-04-15,North Carolina,31,50,8,12,0,40,0,30
2020-04-08 2020-04-15,North Dakota,35,35,0,0,0,0,0,100
2020-04-08 2020-04-15,Ohio,31,21,10,7,0,35,0,21
2020-04-08 2020-04-15,Oklahoma,19,19,0,0,0,31,0,37
2020-04-08 2020-04-15,Oregon,26,54,0,21,0,24,0,8
2020-04-08 2020-04-15,Pennsylvania,30,26,8,0,0,49,0,19
2020-04-08 2020-04-15,Rhode Island,41,40,0,0,0,0,0,0
2020-04-08 2020-04-15,South Carolina,38,32,19,0,0,52,0,46
2020-04-08 2020-04-15,South Dakota,34,50,0,0,0,0,0,48
2020-04-08 2020-04-15,Tennessee,28,26,26,14,0,36,0,22
2020-04-08 2020-04-15,Texas,26,35,7,7,23,44,0,25
2020-04-08 2020-04-15,Utah,15,19,13,41,0,42,0,16
2020-04-08 2020-04-15,Vermont,0,96,0,0,0,0,0,0
2020-04-08 2020-04-15,Virginia,18,25,4,23,0,35,0,13
2020-04-08 2020-04-15,Washington,14,19,8,17,0,26,0,13
2020-04-08 2020-04-15,West Virginia,55,18,0,0,0,0,0,26
2020-04-08 2020-04-15,Wisconsin,23,28,29,15,0,28,0,23
2020-04-08 2020-04-15,Wyoming,100,100,0,0,0,0,0,71
2020-04-15 2020-04-22,Alabama,31,8,0,0,0,0,0,0
2020-04-15 2020-04-22,Alaska,0,0,0,0,0,0,0,0
2020-04-15 2020-04-22,Arizona,36,12,0,0,0,20,0,0
2020-04-15 2020-04-22,Arkansas,0,0,0,0,0,62,0,0
2020-04-15 2020-04-22,California,33,30,8,10,14,16,0,0
2020-04-15 2020-04-22,Colorado,50,28,13,0,0,0,0,0
2020-04-15 2020-04-22,Connecticut,15,25,0,0,0,34,0,0
2020-04-15 2020-04-22,Delaware,66,36,0,0,0,0,0,0
2020-04-15 2020-04-22,District of Columbia,0,0,0,0,0,0,0,0
2020-04-15 2020-04-22,Florida,37,30,9,13,27,0,0,0
2020-04-15 2020-04-22,Georgia,19,26,21,13,0,13,0,0
2020-04-15 2020-04-22,Hawaii,100,55,64,0,0,0,0,0
2020-04-15 2020-04-22,Idaho,83,23,0,0,0,0,0,0
