week,State,5g network,5g coronavirus,5g is coronavirus,5g coronavirus conspiracy,5g network radiation,5g towers near me,side effects of 5g network,5g network dangerous
2020-04-15 2020-04-22,Illinois,20,19,6,20,42,10,0,19
2020-04-15 2020-04-22,Indiana,41,20,13,0,0,23,0,0
2020-04-15 2020-04-22,Iowa,46,32,29,0,0,52,0,100
2020-04-15 2020-04-22,Kansas,0,41,32,57,0,0,0,0
2020-04-15 2020-04-22,Kentucky,32,9,20,36,0,0,0,0
2020-04-15 2020-04-22,Louisiana,42,14,0,0,0,0,0,0
2020-04-15 2020-04-22,Maine,0,27,0,0,0,0,0,0
2020-04-15 2020-04-22,Maryland,27,20,17,41,0,21,0,0
2020-04-15 2020-04-22,Massachusetts,23,17,20,0,0,17,0,0
2020-04-15 2020-04-22,Michigan,12,17,24,14,0,35,0,0
2020-04-15 2020-04-22,Minnesota,53,17,0,0,100,0,0,0
2020-04-15 2020-04-22,Mississippi,0,17,39,0,0,69,0,0
2020-04-15 2020-04-22,Missouri,27,18,0,0,0,25,0,0
2020-04-15 2020-04-22,Montana,71,0,0,0,0,0,0,0
2020-04-15 2020-04-22,Nebraska,33,37,42,0,0,0,0,0
2020-04-15 2020-04-22,Nevada,73,17,0,0,0,47,0,0
2020-04-15 2020-04-22,New Hampshire,0,24,56,100,0,100,0,0
2020-04-15 2020-04-22,New Jersey,36,26,8,13,0,20,0,0
2020-04-15 2020-04-22,New Mexico,0,28,0,0,0,0,0,0
2020-04-15 2020-04-22,New York,28,29,9,18,26,6,0,12
2020-04-15 2020-04-22,North Carolina,9,14,7,0,0,13,0,0
2020-04-15 2020-04-22,North Dakota,93,0,0,0,0,0,0,0
2020-04-15 2020-04-22,Ohio,23,17,13,0,0,23,0,0
2020-04-15 2020-04-22,Oklahoma,20,37,25,0,0,0,0,0
2020-04-15 2020-04-22,Oregon,15,28,0,33,0,0,0,0
2020-04-15 2020-04-22,Pennsylvania,21,22,9,10,0,21,0,0
2020-04-15 2020-04-22,Rhode Island,0,58,100,0,0,0,0,0
2020-04-15 2020-04-22,South Carolina,28,27,18,32,0,0,0,0
2020-04-15 2020-04-22,South Dakota,0,100,0,0,0,0,0,0
2020-04-15 2020-04-22,Tennessee,20,38,25,23,0,0,0,0
2020-04-15 2020-04-22,Texas,30,26,7,7,20,9,0,0
2020-04-15 2020-04-22,Utah,19,32,0,0,0,0,0,0
2020-04-15 2020-04-22,Vermont,0,87,0,0,0,0,0,0
2020-04-15 2020-04-22,Virginia,13,31,0,15,0,15,0,0
2020-04-15 2020-04-22,Washington,33,20,10,0,0,18,0,0
2020-04-15 2020-04-22,West Virginia,47,26,0,0,0,0,0,0
2020-04-15 2020-04-22,Wisconsin,16,24,14,0,0,0,0,0
2020-04-15 2020-04-22,Wyoming,0,74,0,0,0,0,0,0
2020-04-22 2020-04-29,Alabama,8,34,0,0,0,37,0,0
2020-04-22 2020-04-29,Alaska,41,0,0,0,0,0,0,0
2020-04-22 2020-04-29,Arizona,7,20,22,0,0,0,0,0
2020-04-22 2020-04-29,Arkansas,0,39,0,0,0,0,0,0
2020-04-22 2020-04-29,California,8,21,5,13,100,20,0,52
2020-04-22 2020-04-29,Colorado,4,19,0,94,0,0,0,0
2020-04-22 2020-04-29,Connecticut,0,11,36,0,0,0,0,0
2020-04-22 2020-04-29,Delaware,48,0,0,0,0,0,0,0
2020-04-22 2020-04-29,District of Columbia,0,100,0,0,0,0,0,0
2020-04-22 2020-04-29,Florida,7,21,7,26,0,14,0,100
2020-04-22 2020-04-29,Georgia,7,10,14,52,0,27,0,0
2020-04-22 2020-04-29,Hawaii,0,0,0,0,0,0,0,0
2020-04-22 2020-04-29,Idaho,15,30,100,0,0,100,0,0
2020-04-22 2020-04-29,Illinois,12,23,16,80,0,11,0,0
2020-04-22 2020-04-29,Indiana,8,23,0,95,0,25,0,0
2020-04-22 2020-04-29,Iowa,8,17,0,0,0,0,0,0
2020-04-22 2020-04-29,Kansas,18,19,61,0,0,0,0,0
2020-04-22 2020-04-29,Kentucky,6,24,0,0,0,0,0,0
2020-04-22 2020-04-29,Louisiana,9,25,0,0,0,0,0,0
2020-04-22 2020-04-29,Maine,0,37,0,0,0,0,0,0
2020-04-22 2020-04-29,Maryland,10,20,0,83,0,33,0,0
2020-04-22 2020-04-29,Massachusetts,9,23,0,0,0,0,0,0
2020-04-22 2020-04-29,Michigan,5,21,16,59,0,23,0,0
2020-04-22 2020-04-29,Minnesota,10,24,53,0,0,0,0,0
2020-04-22 2020-04-29,Mississippi,11,0,0,0,0,0,0,0
2020-04-22 2020-04-29,Missouri,6,8,0,0,0,0,0,0
2020-04-22 2020-04-29,Montana,27,0,0,0,0,0,0,0
2020-04-22 2020-04-29,Nebraska,0,25,0,0,0,0,0,0
2020-04-22 2020-04-29,Nevada,8,15,0,0,0,0,0,0
2020-04-22 2020-04-29,New Hampshire,0,33,0,0,0,0,0,0
2020-04-22 2020-04-29,New Jersey,8,13,0,0,0,14,0,0
2020-04-22 2020-04-29,New Mexico,13,25,0,0,0,0,0,0
2020-04-22 2020-04-29,New York,12,16,13,76,95,10,0,0
2020-04-22 2020-04-29,North Carolina,7,14,13,48,0,26,0,0
2020-04-22 2020-04-29,North Dakota,0,0,0,0,0,0,0,0
2020-04-22 2020-04-29,Ohio,5,18,12,0,0,24,0,0
2020-04-22 2020-04-29,Oklahoma,7,15,0,0,0,0,0,0
2020-04-22 2020-04-29,Oregon,11,38,36,0,0,0,0,0
2020-04-22 2020-04-29,Pennsylvania,6,8,22,42,0,11,0,0
2020-04-22 2020-04-29,Rhode Island,0,0,0,0,0,0,0,0
2020-04-22 2020-04-29,South Carolina,5,20,33,0,0,0,0,0
2020-04-22 2020-04-29,South Dakota,0,0,0,0,0,0,0,0
2020-04-22 2020-04-29,Tennessee,5,25,0,0,0,24,0,0
2020-04-22 2020-04-29,Texas,11,15,0,19,0,15,0,0
2020-04-22 2020-04-29,Utah,14,0,0,0,0,0,0,0
2020-04-22 2020-04-29,Vermont,0,77,0,0,0,0,0,0
2020-04-22 2020-04-29,Virginia,11,10,0,0,0,16,0,0
2020-04-22 2020-04-29,Washington,3,9,39,0,0,0,0,0
2020-04-22 2020-04-29,West Virginia,17,35,0,0,0,0,0,0
2020-04-22 2020-04-29,Wisconsin,8,8,0,100,0,0,0,0
2020-04-22 2020-04-29,Wyoming,100,100,0,0,0,0,0,0
2020-04-29 2020-05-05,Alabama,30,0,0,0,0,78,0,0
2020-04-29 2020-05-05,Alaska,0,0,0,0,0,0,0,0
2020-04-29 2020-05-05,Arizona,0,16,27,0,0,0,0,0
2020-04-29 2020-05-05,Arkansas,41,36,0,0,0,0,0,0
2020-04-29 2020-05-05,California,9,9,5,6,0,0,0,0
2020-04-29 2020-05-05,Colorado,27,11,0,0,0,0,0,0
2020-04-29 2020-05-05,Connecticut,0,15,0,0,0,0,0,0
2020-04-29 2020-05-05,Delaware,0,0,0,0,0,0,0,0
2020-04-29 2020-05-05,District of Columbia,0,0,0,0,0,0,0,0
2020-04-29 2020-05-05,Florida,10,12,7,0,0,19,0,0
2020-04-29 2020-05-05,Georgia,8,6,0,23,0,0,0,0
2020-04-29 2020-05-05,Hawaii,100,0,0,0,0,0,0,0
2020-04-29 2020-05-05,Idaho,63,55,0,0,0,0,0,0
2020-04-29 2020-05-05,Illinois,12,10,10,0,0,19,0,0
2020-04-29 2020-05-05,Indiana,18,11,0,0,0,0,0,0
2020-04-29 2020-05-05,Iowa,71,53,0,100,0,0,0,0
2020-04-29 2020-05-05,Kansas,0,0,0,0,0,100,0,0
2020-04-29 2020-05-05,Kentucky,25,0,0,0,0,0,0,0
2020-04-29 2020-05-05,Louisiana,34,30,0,0,0,0,0,0
2020-04-29 2020-05-05,Maine,0,66,0,0,0,0,0,0
2020-04-29 2020-05-05,Maryland,18,24,26,0,0,0,0,0
2020-04-29 2020-05-05,Massachusetts,15,9,0,0,0,0,0,0
2020-04-29 2020-05-05,Michigan,16,14,17,0,0,0,0,0
2020-04-29 2020-05-05,Minnesota,0,0,0,0,0,0,0,0
2020-04-29 2020-05-05,Mississippi,0,0,0,0,0,0,0,0
2020-04-29 2020-05-05,Missouri,17,12,0,0,0,43,0,0
2020-04-29 2020-05-05,Montana,0,0,0,0,0,0,0,0
2020-04-29 2020-05-05,Nebraska,0,45,100,0,0,0,0,0
2020-04-29 2020-05-05,Nevada,0,42,0,0,0,0,0,0
2020-04-29 2020-05-05,New Hampshire,0,46,0,0,0,0,0,0
2020-04-29 2020-05-05,New Jersey,19,18,13,25,0,0,0,0
2020-04-29 2020-05-05,New Mexico,51,0,0,0,0,0,0,0
2020-04-29 2020-05-05,New York,9,13,8,15,0,0,0,0
2020-04-29 2020-05-05,North Carolina,10,10,0,0,0,0,0,0
2020-04-29 2020-05-05,North Dakota,0,100,0,0,0,0,0,0
2020-04-29 2020-05-05,Ohio,18,11,12,0,0,0,0,0
2020-04-29 2020-05-05,Oklahoma,0,0,0,0,0,0,0,0
2020-04-29 2020-05-05,Oregon,29,30,0,0,0,0,0,0
2020-04-29 2020-05-05,Pennsylvania,0,0,0,0,0,20,0,0
2020-04-29 2020-05-05,Rhode Island,0,0,0,0,0,0,0,0
2020-04-29 2020-05-05,South Carolina,27,14,0,0,0,0,0,0
2020-04-29 2020-05-05,South Dakota,0,0,0,0,0,0,0,0
2020-04-29 2020-05-05,Tennessee,19,13,0,0,0,0,0,0
2020-04-29 2020-05-05,Texas,14,7,0,0,0,0,0,0
2020-04-29 2020-05-05,Utah,38,22,0,0,0,0,0,0
2020-04-29 2020-05-05,Vermont,0,0,0,0,0,0,0,0
2020-04-29 2020-05-05,Virginia,10,0,0,0,0,0,0,0
2020-04-29 2020-05-05,Washington,24,0,0,0,0,0,0,0
2020-04-29 2020-05-05,West Virginia,0,0,0,0,0,0,0,0
2020-04-29 2020-05-05,Wisconsin,50,15,0,60,0,0,0,0
2020-04-29 2020-05-05,Wyoming,0,0,0,0,0,0,0,0
